Gene ID (EcoCyc)	Gene locus ID	Gene name	RNA type	Category	Macklin et al. (2020)	Latest version (20220602)	Description	Belongs in metabolism	proposed category	reaction flux in sim?	enzyme present in sim?	general enzyme	Activity expected
G0-10610	b4625	symR	miscRNA	Uncategorized	FALSE	FALSE							
G7883	b4252	tabA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11372	b2559	tadA	mRNA	tRNA modification	TRUE	TRUE							
EG10986	b3549	tag	mRNA	DNA Repair	FALSE	FALSE							
EG11797	b2464	talA	mRNA	Metabolism	TRUE	TRUE							
EG11556	b0008	talB	mRNA	Metabolism	TRUE	TRUE							
G6806	b1519	tam	mRNA	Metabolism	FALSE	TRUE	eliminates inhibitory byproduct	m					y
G7874	b4220	tamA	mRNA	Unknown function	FALSE	FALSE							
G7875	b4221	tamB	mRNA	Unknown function	FALSE	FALSE							
EG10987	b1885	tap	mRNA	Physical interaction regulation	FALSE	FALSE							
G7349	b2583	tapT	mRNA	Unknown function	FALSE	TRUE							
EG10988	b1886	tar	mRNA	Physical interaction regulation	FALSE	FALSE							
G7462	b2834	tas	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7806	b3836	tatA	mRNA	Protein maturation translocation	FALSE	TRUE							
G7808	b3838	tatB	mRNA	Protein maturation translocation	FALSE	TRUE							
EG11479	b3839	tatC	mRNA	Protein maturation translocation	FALSE	TRUE							
EG11481	b3841	tatD	mRNA	Uncategorized	FALSE	FALSE							
EG11305	b0627	tatE	mRNA	Protein maturation translocation	FALSE	TRUE							
G6217	b0365	tauA	mRNA	Metabolism	FALSE	TRUE	taurine ABC transport	y					c
G6218	b0366	tauB	mRNA	Metabolism	FALSE	TRUE	taurine ABC transport	y					c
G6219	b0367	tauC	mRNA	Metabolism	FALSE	TRUE	taurine ABC transport	y					c
EG12423	b0368	tauD	mRNA	Uncategorized	FALSE	TRUE							
G7456	b2812	tcdA	mRNA	Sulfur metabolism	TRUE	TRUE							
G7039	b1920	tcyJ	mRNA	Metabolism	TRUE	TRUE							
G7037	b1918	tcyL	mRNA	Unknown function	TRUE	TRUE							
EG12347	b1917	tcyN	mRNA	Uncategorized	TRUE	TRUE							
G6934	b1729	tcyP	mRNA	Unknown function	FALSE	TRUE							
EG10989	b3118	tdcA	mRNA	Transcription regulation	FALSE	FALSE							
EG10990	b3117	tdcB	mRNA	Metabolism	TRUE	TRUE							
EG10991	b3116	tdcC	mRNA	Metabolism	TRUE	TRUE							
EG11172	b3115	tdcD	mRNA	Metabolism	TRUE	TRUE							
G7627	b3114	tdcE	mRNA	Metabolism	FALSE	FALSE							
G7626	b3113	tdcF	mRNA	Unknown function	FALSE	FALSE							
G7624	b3111	tdcG	mRNA	Metabolism	TRUE	TRUE							
EG10992	b3119	tdcR	mRNA	Transcription regulation	FALSE	FALSE							
EG10993	b3616	tdh	mRNA	Metabolism	TRUE	TRUE							
EG10994	b1238	tdk	mRNA	Metabolism	TRUE	TRUE							
EG11883	b1429	tehA	mRNA	Uncategorized	FALSE	FALSE							
EG11884	b1430	tehB	mRNA	Uncategorized	FALSE	TRUE							
EG11542	b0494	tesA	mRNA	Metabolism	TRUE	TRUE							
EG10995	b0452	tesB	mRNA	Metabolism	FALSE	TRUE	thioesterase	m				y	y
G6315	b0561	tfaD	mRNA	Uncategorized	FALSE	FALSE							
EG11120	b1156	tfaE	mRNA	Prophage	FALSE	FALSE							
G6598	b1155	tfaP	mRNA	Prophage	FALSE	FALSE							
G6820	b1546	tfaQ	mRNA	Unknown function	FALSE	FALSE							
G6696	b1373	tfaR	mRNA	Prophage	FALSE	FALSE							
G7222	b2353	tfaS	pseudo	Uncategorized	FALSE	FALSE							
G6317	b0563	tfaX	mRNA	Uncategorized	FALSE	FALSE							
G0-8895	b4414	tff	miscRNA	Uncategorized	FALSE	FALSE							
EG10996	b0406	tgt	mRNA	tRNA modification	FALSE	TRUE							
EG11574	b0068	thiB	mRNA	Metabolism	FALSE	TRUE	thiamine ABC transport	y					c
EG11585	b3994	thiC	mRNA	Metabolism	TRUE	TRUE							
G7135	b2103	thiD	mRNA	Metabolism	TRUE	TRUE							
EG11586	b3993	thiE	mRNA	Metabolism	TRUE	TRUE							
EG11587	b3992	thiF	mRNA	Metabolism	TRUE	TRUE							
EG11589	b3991	thiG	mRNA	Metabolism	TRUE	TRUE							
EG11590	b3990	thiH	mRNA	Metabolism	TRUE	TRUE							
G6238	b0423	thiI	mRNA	Metabolism	TRUE	TRUE							
G6566	b1106	thiK	mRNA	Metabolism	FALSE	TRUE	thiamine salvaging	y					c
G6234	b0417	thiL	mRNA	Metabolism	TRUE	TRUE							
M007	b2104	thiM	mRNA	Metabolism	FALSE	TRUE	thiamine salvaging	y					c
EG11573	b0067	thiP	mRNA	Metabolism	FALSE	TRUE	thiamine ABC transport	y					c
EG11572	b0066	thiQ	mRNA	Metabolism	FALSE	TRUE	thiamine ABC transport	y					c
G1	b4407	thiS	mRNA	Metabolism	FALSE	FALSE							
EG12330	b0147	thpR	mRNA	Uncategorized	FALSE	TRUE							
EG10998	b0002	thrA	mRNA	Metabolism	TRUE	TRUE							
EG10999	b0003	thrB	mRNA	Metabolism	TRUE	TRUE							
EG11000	b0004	thrC	mRNA	Metabolism	TRUE	TRUE							
EG11277	b0001	thrL	mRNA	Transcription regulation	FALSE	FALSE							
EG11001	b1719	thrS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30101	b3979	thrT	tRNA	tRNA	FALSE	TRUE							
EG30102	b3976	thrU	tRNA	tRNA	FALSE	TRUE							
EG30103	b3273	thrV	tRNA	tRNA	FALSE	TRUE							
EG30104	b0244	thrW	tRNA	tRNA	FALSE	TRUE							
EG11002	b2827	thyA	mRNA	Metabolism	TRUE	TRUE							
EG11003	b0436	tig	mRNA	Protein maturation chaperone	TRUE	TRUE							
G6096	b0188	tilS	mRNA	tRNA modification	TRUE	TRUE							
G0-17087	b4812	timP	mRNA	Uncategorized	FALSE	FALSE							
G0-17086	b4811	timR	miscRNA	Uncategorized	FALSE	FALSE							
G0-9961	b4617	tisA	phantom	Uncategorized	FALSE	FALSE							
G0-9962	b4618	tisB	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG11427	b2935	tktA	mRNA	Metabolism	TRUE	TRUE							
EG12100	b2465	tktB	mRNA	Metabolism	TRUE	TRUE							
G7689	b3244	tldD	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG10741	b4235	tldE	mRNA	Unclear/under-characterized	FALSE	TRUE							
G7087	b2007	tmaR	mRNA	Unknown function	FALSE	FALSE							
G7297	b2474	tmcA	mRNA	tRNA modification	FALSE	TRUE							
EG12302	b1098	tmk	mRNA	Uncategorized	TRUE	TRUE							
EG11005	b3708	tnaA	mRNA	Metabolism	TRUE	TRUE							
EG11006	b3709	tnaB	mRNA	Metabolism	TRUE	TRUE							
EG11276	b3707	tnaC	mRNA	Transcription regulation	FALSE	FALSE							
EG11007	b0739	tolA	mRNA	Cell structure membrane	FALSE	FALSE							
EG11008	b0740	tolB	mRNA	Cell structure membrane	TRUE	TRUE							
EG11009	b3035	tolC	mRNA	Metabolism	TRUE	TRUE							
EG11010	b0737	tolQ	mRNA	Cell structure membrane	FALSE	FALSE							
EG11011	b0738	tolR	mRNA	Cell structure membrane	FALSE	FALSE							
EG12429	b0461	tomB	mRNA	Uncategorized	FALSE	FALSE							
EG11012	b1252	tonB	mRNA	Metabolism	FALSE	TRUE	Ton metal transport complex	y					y
EG11013	b1274	topA	mRNA	Supercoiling	FALSE	FALSE							
G0-10473	b4566	topAI	mRNA	Unknown function	FALSE	FALSE							
EG11014	b1763	topB	mRNA	Chromosome segregation	FALSE	FALSE							
EG11814	b0997	torA	mRNA	Metabolism	FALSE	TRUE	anaerobic growth using TMAO/BSO as acceptor	y					n
EG11815	b0996	torC	mRNA	Metabolism	FALSE	TRUE	anaerobic growth using TMAO/BSO as acceptor	y					n
EG12195	b0998	torD	mRNA	Uncategorized	FALSE	FALSE							
G0-9621	b4501	torI	mRNA	Prophage	FALSE	FALSE							
EG12615	b0995	torR	mRNA	Uncategorized	FALSE	FALSE							
G6514	b0993	torS	mRNA	Phosphorylation regulation	FALSE	FALSE							
G6515	b0994	torT	mRNA	Physical interaction regulation	FALSE	FALSE							
G7023	b1873	torY	mRNA	Metabolism	FALSE	FALSE							
G7022	b1872	torZ	mRNA	Metabolism	FALSE	TRUE	anaerobic growth using TMAO/BSO as acceptor	y					n
G0-8894		tp2	phantom	Uncategorized	FALSE	FALSE							
EG11015	b3919	tpiA	mRNA	Metabolism	TRUE	TRUE							
G0-8893		tpke11	phantom	Uncategorized	FALSE	FALSE							
G0-8906		tpke70	phantom	Uncategorized	FALSE	FALSE							
EG11016	b1229	tpr	mRNA	Unknown function	FALSE	FALSE							
G6660	b1324	tpx	mRNA	Metabolism	FALSE	TRUE	anaerobic antioxidant	m					n
G6859	b1601	tqsA	mRNA	Unclear/under-characterized	TRUE	TRUE							
EG11017	b1197	treA	mRNA	Metabolism	FALSE	TRUE	trehalose metabolism	y					c
EG12127	b4240	treB	mRNA	Metabolism	FALSE	TRUE	trehalose transport	y					c
EG11402	b4239	treC	mRNA	Metabolism	TRUE	TRUE							
EG12245	b3519	treF	mRNA	Metabolism	TRUE	TRUE							
EG12202	b4241	treR	mRNA	Transcription regulation	FALSE	FALSE							
EG11018	b1421	trg	mRNA	Physical interaction regulation	FALSE	FALSE							
EG11116	b1055	trhO	mRNA	Unknown function	FALSE	TRUE							
G7118	b2081	trhP	mRNA	Unknown function	FALSE	FALSE							
EG11019	b3290	trkA	mRNA	Metabolism	FALSE	FALSE							
EG11020	b1363	trkG	mRNA	Metabolism	TRUE	TRUE							
EG11021	b3849	trkH	mRNA	Metabolism	TRUE	TRUE							
EG11022	b3965	trmA	mRNA	tRNA modification	FALSE	TRUE							
EG11779	b2960	trmB	mRNA	tRNA modification	FALSE	TRUE							
EG11023	b2607	trmD	mRNA	tRNA modification	TRUE	TRUE							
EG10967	b3651	trmH	mRNA	tRNA modification	FALSE	TRUE							
G7327	b2532	trmJ	mRNA	tRNA modification	FALSE	TRUE							
EG11888	b3606	trmL	mRNA	tRNA modification	FALSE	TRUE							
EG11503	b0195	trmO	mRNA	Unknown function	FALSE	TRUE							
EG11024	b1260	trpA	mRNA	Metabolism	TRUE	TRUE							
EG11025	b1261	trpB	mRNA	Metabolism	TRUE	TRUE							
EG11026	b1262	trpC	mRNA	Metabolism	TRUE	TRUE							
EG11027	b1263	trpD	mRNA	Metabolism	TRUE	TRUE							
EG11028	b1264	trpE	mRNA	Metabolism	TRUE	TRUE							
EG11274	b1265	trpL	mRNA	Transcription regulation	FALSE	FALSE							
EG11029	b4393	trpR	mRNA	Transcription regulation	TRUE	TRUE							
EG11030	b3384	trpS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30105	b3761	trpT	tRNA	tRNA	FALSE	TRUE							
EG10454	b2318	truA	mRNA	tRNA modification	FALSE	TRUE							
EG11177	b3166	truB	mRNA	tRNA modification	TRUE	TRUE							
G7449	b2791	truC	mRNA	tRNA modification	TRUE	TRUE							
G7422	b2745	truD	mRNA	tRNA modification	TRUE	TRUE							
EG11031	b3781	trxA	mRNA	Metabolism	FALSE	TRUE	thiosulfide reduction	m	generic reactions will have to be tackled in a smart way				y
EG11032	b0888	trxB	mRNA	Metabolism	TRUE	TRUE							
EG11887	b2582	trxC	mRNA	Metabolism	FALSE	FALSE							
G6991	b1807	tsaB	mRNA	Unclear/under-characterized	FALSE	TRUE							
G7698	b3282	tsaC	mRNA	tRNA modification	FALSE	TRUE							
EG11171	b3064	tsaD	mRNA	tRNA modification	FALSE	TRUE							
EG11757	b4168	tsaE	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG11033	b0170	tsf	mRNA	Translation	FALSE	FALSE							
EG11262	b3364	tsgA	mRNA	Unknown function	FALSE	FALSE							
EG11034	b4355	tsr	mRNA	Physical interaction regulation	FALSE	FALSE							
EG11895	b2013	tsuA	mRNA	Unknown function	FALSE	TRUE							
EG11894	b2012	tsuB	mRNA	Unknown function	FALSE	FALSE							
EG11035	b0411	tsx	mRNA	Metabolism	TRUE	TRUE							
G6675	b1344	ttcA	mRNA	Unknown function	FALSE	TRUE							
G0-16659	b4638	ttcC	pseudo	Uncategorized	FALSE	FALSE							
EG11168	b3061	ttdA	mRNA	Metabolism	TRUE	TRUE							
EG11169	b3062	ttdB	mRNA	Metabolism	TRUE	TRUE							
EG12694	b3060	ttdR	mRNA	Transcription regulation	FALSE	FALSE							
EG12393	b3063	ttdT	mRNA	Metabolism	FALSE	TRUE	tartrate anaerobic transport	y					c
EG11036	b3339	tufA	mRNA	Translation	FALSE	FALSE							
EG11037	b3980	tufB	mRNA	Translation	FALSE	FALSE							
EG11038	b1610	tus	mRNA	Replication	FALSE	FALSE							
EG12216	b3470	tusA	mRNA	tRNA modification	FALSE	TRUE							
G7712	b3343	tusB	mRNA	Sulfur metabolism	FALSE	TRUE							
G7713	b3344	tusC	mRNA	Sulfur metabolism	FALSE	TRUE							
G7714	b3345	tusD	mRNA	Sulfur metabolism	FALSE	TRUE							
EG12876	b0969	tusE	mRNA	Uncategorized	FALSE	TRUE							
EG13139	b1386	tynA	mRNA	Uncategorized	FALSE	TRUE							
EG11039	b2600	tyrA	mRNA	Metabolism	TRUE	TRUE							
EG11040	b4054	tyrB	mRNA	Metabolism	TRUE	TRUE							
EG11041	b1907	tyrP	mRNA	Metabolism	TRUE	TRUE							
EG11042	b1323	tyrR	mRNA	Transcription regulation	TRUE	TRUE							
EG11043	b1637	tyrS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30106	b1231	tyrT	tRNA	tRNA	FALSE	TRUE							
EG30107	b3977	tyrU	tRNA	tRNA	FALSE	TRUE							
EG30108	b1230	tyrV	tRNA	tRNA	FALSE	TRUE							
G7507	b2888	uacT	mRNA	Unknown function	TRUE	TRUE							
EG11370	b4040	ubiA	mRNA	Metabolism	TRUE	TRUE							
EG11476	b3835	ubiB	mRNA	Metabolism	FALSE	FALSE							
EG11369	b4039	ubiC	mRNA	Metabolism	TRUE	TRUE							
EG11396	b3843	ubiD	mRNA	Metabolism	TRUE	TRUE							
EG11473	b3833	ubiE	mRNA	Metabolism	TRUE	TRUE							
G6365	b0662	ubiF	mRNA	Metabolism	TRUE	TRUE							
EG11143	b2232	ubiG	mRNA	Metabolism	TRUE	TRUE							
EG11324	b2907	ubiH	mRNA	Metabolism	TRUE	TRUE							
EG11333	b2906	ubiI	mRNA	Unknown function	TRUE	TRUE							
EG11474	b3834	ubiJ	mRNA	Unknown function	FALSE	TRUE							
G7582	b3042	ubiK	mRNA	Unknown function	FALSE	TRUE							
G7651	b3157	ubiT	mRNA	Unknown function	FALSE	FALSE							
G7652	b3158	ubiU	mRNA	Unknown function	FALSE	FALSE							
G7653	b3159	ubiV	mRNA	Unknown function	FALSE	FALSE							
EG11044	b2311	ubiX	mRNA	Metabolism	FALSE	TRUE	cofactor biosynthesis required for ubiquinol biosynthesis	y					y
EG12133	b2426	ucpA	mRNA	Unknown function	FALSE	TRUE							
EG11701	b2066	udk	mRNA	Metabolism	TRUE	TRUE							
EG11045	b3831	udp	mRNA	Metabolism	TRUE	TRUE							
G7091	b2028	ugd	mRNA	Metabolism	TRUE	TRUE							
EG11046	b3452	ugpA	mRNA	Metabolism	TRUE	TRUE							
EG11047	b3453	ugpB	mRNA	Metabolism	TRUE	TRUE							
EG11048	b3450	ugpC	mRNA	Metabolism	TRUE	TRUE							
EG11049	b3451	ugpE	mRNA	Metabolism	TRUE	TRUE							
EG11050	b3449	ugpQ	mRNA	Metabolism	TRUE	TRUE							
EG11051	b3669	uhpA	mRNA	Transcription regulation	FALSE	FALSE							
EG11052	b3668	uhpB	mRNA	Phosphorylation regulation	FALSE	FALSE							
EG11053	b3667	uhpC	mRNA	Metabolism	FALSE	FALSE							
EG11054	b3666	uhpT	mRNA	Metabolism	FALSE	TRUE	generic hexose-phosphate antiporter	m				y	c
G0-17104	b4829	uhpU	miscRNA	Uncategorized	FALSE	FALSE							
EG11055	b1617	uidA	mRNA	Metabolism	FALSE	TRUE	gluconoride and gluconorate catabolism	m				y	c
EG11658	b1616	uidB	mRNA	Metabolism	FALSE	TRUE	gluconoride transport	m				y	c
G6866	b1615	uidC	mRNA	Metabolism	FALSE	FALSE							
G6867	b1618	uidR	mRNA	Transcription regulation	FALSE	FALSE							
G7856	b4193	ulaA	mRNA	Metabolism	FALSE	TRUE	ascorbate/vit C PTS transport	y					c
EG12494	b4194	ulaB	mRNA	Metabolism	FALSE	TRUE	ascorbate/vit C PTS transport	y					c
EG12495	b4195	ulaC	mRNA	Metabolism	FALSE	TRUE	ascorbate/vit C PTS transport	y					c
G7858	b4196	ulaD	mRNA	Metabolism	TRUE	TRUE							
G7859	b4197	ulaE	mRNA	Metabolism	TRUE	TRUE							
G7860	b4198	ulaF	mRNA	Metabolism	TRUE	TRUE							
G7855	b4192	ulaG	mRNA	Metabolism	FALSE	TRUE	ascorbate catabolism	y					c
G7854	b4191	ulaR	mRNA	Transcription regulation	FALSE	FALSE							
EG11817	b2744	umpG	mRNA	Metabolism	TRUE	TRUE							
EG10634	b0675	umpH	mRNA	Metabolism	TRUE	TRUE							
EG11056	b1184	umuC	mRNA	DNA Repair	FALSE	FALSE							
EG11057	b1183	umuD	mRNA	DNA Repair	FALSE	FALSE							
EG11058	b2580	ung	mRNA	DNA Repair	FALSE	FALSE							
G0-10580	b4637	uof	mRNA	Post-Transcription regulation	FALSE	FALSE							
EG11332	b2498	upp	mRNA	Metabolism	TRUE	TRUE							
EG12129	b2497	uraA	mRNA	Metabolism	TRUE	TRUE							
EG11059	b2319	usg	mRNA	Unknown function	FALSE	FALSE							
EG11060	b0480	ushA	mRNA	Metabolism	TRUE	TRUE							
EG11390	b3495	uspA	mRNA	Stress response	FALSE	FALSE							
EG12231	b3494	uspB	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7031	b1895	uspC	mRNA	Stress response	FALSE	FALSE							
EG11877	b3923	uspD	mRNA	Stress response	FALSE	FALSE							
EG11246	b1333	uspE	mRNA	Stress response	FALSE	FALSE							
G6699	b1376	uspF	mRNA	Stress response	FALSE	FALSE							
G6334	b0607	uspG	mRNA	Stress response	FALSE	FALSE							
G6489	b0949	uup	mRNA	Replication	FALSE	FALSE							
EG11061	b4058	uvrA	mRNA	DNA Repair	FALSE	FALSE							
EG11062	b0779	uvrB	mRNA	DNA Repair	FALSE	FALSE							
EG11063	b1913	uvrC	mRNA	DNA Repair	FALSE	FALSE							
EG11064	b3813	uvrD	mRNA	DNA Repair	FALSE	FALSE							
EG11140	b1914	uvrY	mRNA	Transcription regulation	FALSE	FALSE							
EG12734	b3091	uxaA	mRNA	Metabolism	TRUE	TRUE							
EG11065	b1521	uxaB	mRNA	Metabolism	TRUE	TRUE							
G81	b3092	uxaC	mRNA	Metabolism	TRUE	TRUE							
EG11066	b4322	uxuA	mRNA	Metabolism	TRUE	TRUE							
EG20248	b4323	uxuB	mRNA	Metabolism	TRUE	TRUE							
EG20249	b4324	uxuR	mRNA	Transcription regulation	FALSE	FALSE							
EG11067	b4258	valS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30109	b0744	valT	tRNA	tRNA	FALSE	TRUE							
EG30110	b2401	valU	tRNA	tRNA	FALSE	TRUE							
EG30111	b1665	valV	tRNA	tRNA	FALSE	TRUE							
EG30112	b1666	valW	tRNA	tRNA	FALSE	TRUE							
EG30113	b2402	valX	tRNA	tRNA	FALSE	TRUE							
EG30114	b2403	valY	tRNA	tRNA	FALSE	TRUE							
G6389	b0746	valZ	tRNA	tRNA	FALSE	TRUE							
G6938	b1742	ves	mRNA	Unknown function	FALSE	FALSE							
EG11730	b3745	viaA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11068	b1960	vsr	mRNA	DNA Repair	FALSE	FALSE							
EG10520	b3633	waaA	mRNA	Metabolism	TRUE	TRUE							
EG11351	b3628	waaB	mRNA	Metabolism	TRUE	TRUE							
EG11189	b3621	waaC	mRNA	Metabolism	TRUE	TRUE							
EG12210	b3620	waaF	mRNA	Metabolism	TRUE	TRUE							
EG11339	b3631	waaG	mRNA	Metabolism	TRUE	TRUE							
EG11266	b3615	waaH	mRNA	Unknown function	FALSE	TRUE							
EG11353	b3626	waaJ	mRNA	Metabolism	TRUE	TRUE							
EG11424	b3622	waaL	mRNA	Metabolism	FALSE	TRUE	cell wall structure, ligase	n	Cell wall				y
EG11352	b3627	waaO	mRNA	Metabolism	TRUE	TRUE							
EG11340	b3630	waaP	mRNA	Metabolism	TRUE	TRUE							
EG11341	b3632	waaQ	mRNA	Metabolism	TRUE	TRUE							
EG11350	b3629	waaS	mRNA	Metabolism	FALSE	FALSE							
EG11423	b3623	waaU	mRNA	Metabolism	TRUE	TRUE							
EG11425	b3625	waaY	mRNA	Metabolism	TRUE	TRUE							
EG11426	b3624	waaZ	mRNA	Metabolism	TRUE	TRUE							
EG11982	b2035	wbbH	mRNA	Metabolism	FALSE	FALSE							
EG11983	b2034	wbbI	mRNA	Metabolism	TRUE	TRUE							
EG11984	b2033	wbbJ	mRNA	Metabolism	FALSE	FALSE							
EG11985	b2032	wbbK	mRNA	Metabolism	FALSE	FALSE							
EG11986	b2031	wbbL	pseudo	Uncategorized	FALSE	FALSE							
G7104	b2059	wcaA	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
G7103	b2058	wcaB	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
G7102	b2057	wcaC	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
G7101	b2056	wcaD	mRNA	Metabolism	FALSE	FALSE							
G7100	b2055	wcaE	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
G7099	b2054	wcaF	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
EG11790	b2050	wcaI	mRNA	Unclear/under-characterized	FALSE	TRUE							
G7098	b2047	wcaJ	mRNA	Metabolism	TRUE	TRUE							
G7096	b2045	wcaK	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
G7095	b2044	wcaL	mRNA	Unknown function	FALSE	TRUE							
G7094	b2043	wcaM	mRNA	Unknown function	FALSE	FALSE							
EG11451	b3786	wecB	mRNA	Metabolism	TRUE	TRUE							
EG11452	b3787	wecC	mRNA	Metabolism	FALSE	TRUE	Outer membrane permeability factor biosynthesis	m					y
EG11456	b3791	wecE	mRNA	Metabolism	TRUE	TRUE							
G7800	b4404	wecF	mRNA	Uncategorized	FALSE	TRUE							
EG12274	b3561	wecH	mRNA	Metabolism	FALSE	FALSE							
EG11540	b1004	wrbA	mRNA	Metabolism	TRUE	TRUE							
G7107	b2062	wza	mRNA	Cell structure membrane	TRUE	TRUE							
G7106	b2061	wzb	mRNA	Phosphorylation regulation	TRUE	TRUE							
G7105	b2060	wzc	mRNA	Phosphorylation regulation	TRUE	TRUE							
G7097	b2046	wzxC	mRNA	Metabolism	FALSE	TRUE	colanic acid (cell wall component) biosynthesis	m					y
EG11486	b3792	wzxE	mRNA	Metabolism	FALSE	TRUE	Outer membrane permeability factor biosynthesis	m					y
EG11457	b3793	wzyE	mRNA	Metabolism	FALSE	FALSE							
G7090	b2027	wzzB	mRNA	Metabolism	FALSE	FALSE							
EG11295	b3785	wzzE	mRNA	Metabolism	FALSE	FALSE							
EG11194	b3654	xanP	mRNA	Metabolism	TRUE	TRUE							
G7501	b2882	xanQ	mRNA	Metabolism	TRUE	TRUE							
G85	b2407	xapA	mRNA	Metabolism	TRUE	TRUE							
EG13159	b2406	xapB	mRNA	Uncategorized	TRUE	TRUE							
EG11146	b2405	xapR	mRNA	Transcription regulation	FALSE	FALSE							
G7485	b2866	xdhA	mRNA	Metabolism	TRUE	TRUE							
G7486	b2867	xdhB	mRNA	Metabolism	TRUE	TRUE							
G7487	b2868	xdhC	mRNA	Metabolism	TRUE	TRUE							
G7500	b2881	xdhD	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11069	b3811	xerC	mRNA	Recombination	FALSE	FALSE							
EG11071	b2894	xerD	mRNA	Recombination	FALSE	FALSE							
G0-16717	b4633	xisD	pseudo	Uncategorized	FALSE	FALSE							
G6585	b1141	xisE	mRNA	Prophage	FALSE	FALSE							
G6677	b1346	xisR	mRNA	Prophage	FALSE	FALSE							
EG11072	b2509	xseA	mRNA	DNA Repair	FALSE	FALSE							
EG11098	b0422	xseB	mRNA	DNA Repair	FALSE	FALSE							
EG11073	b1749	xthA	mRNA	DNA Repair	FALSE	TRUE							
EG11074	b3565	xylA	mRNA	Metabolism	TRUE	TRUE							
EG11075	b3564	xylB	mRNA	Metabolism	TRUE	TRUE							
EG11076	b4031	xylE	mRNA	Metabolism	TRUE	TRUE							
EG20252	b3566	xylF	mRNA	Metabolism	TRUE	TRUE							
EG12275	b3567	xylG	mRNA	Metabolism	TRUE	TRUE							
EG12276	b3568	xylH	mRNA	Metabolism	TRUE	TRUE							
EG20253	b3569	xylR	mRNA	Transcription regulation	FALSE	FALSE							
G0-17109	b4834	xylZ	miscRNA	Uncategorized	FALSE	FALSE							
G6144	b0272	xynR	mRNA	Unknown function	FALSE	FALSE							
EG10011	b0006	yaaA	mRNA	Stress response	FALSE	FALSE							
G8202	b0013	yaaI	mRNA	Unknown function	FALSE	FALSE							
EG11555	b0007	yaaJ	mRNA	Metabolism	FALSE	FALSE							
EG11566	b0045	yaaU	mRNA	Unknown function	FALSE	FALSE							
G6082	b0011	yaaW	mRNA	Unknown function	FALSE	FALSE							
G6081	b0005	yaaX	mRNA	Unknown function	FALSE	FALSE							
G6087	b0024	yaaY	mRNA	Unknown function	FALSE	FALSE							
EG11571	b0065	yabI	mRNA	Unknown function	FALSE	FALSE							
EG12610	b4659	yabP	mRNA	Uncategorized	FALSE	FALSE							
EG12611	b4659	yabQ	mRNA	Uncategorized	FALSE	FALSE							
G0-16721	b4726	yabR	mRNA	Uncategorized	FALSE	FALSE							
EG11089	b0122	yacC	mRNA	Unknown function	FALSE	FALSE							
EG12314	b0101	yacG	mRNA	Uncategorized	FALSE	FALSE							
EG12315	b0117	yacH	mRNA	Uncategorized	FALSE	FALSE							
EG12605	b0119	yacL	mRNA	Uncategorized	FALSE	FALSE							
G0-16722	b4727	yacM	mRNA	Uncategorized	FALSE	FALSE							
EG11678	b0135	yadC	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11749	b0130	yadE	mRNA	Unknown function	FALSE	FALSE							
EG12320	b0127	yadG	mRNA	Uncategorized	FALSE	FALSE							
EG12321	b0128	yadH	mRNA	Uncategorized	FALSE	FALSE							
EG12322	b0129	yadI	mRNA	Uncategorized	FALSE	FALSE							
EG12325	b0136	yadK	mRNA	Uncategorized	FALSE	FALSE							
EG12326	b0137	yadL	mRNA	Uncategorized	FALSE	FALSE							
EG12327	b0138	yadM	mRNA	Uncategorized	FALSE	FALSE							
EG12328	b0141	yadN	mRNA	Uncategorized	FALSE	FALSE							
EG12333	b0157	yadS	mRNA	Uncategorized	FALSE	FALSE							
EG11973	b0140	yadV	mRNA	Uncategorized	FALSE	FALSE							
G0-16723	b4728	yadW	mRNA	Uncategorized	FALSE	FALSE							
G0-17011	b4765	yadX	mRNA	Uncategorized	FALSE	FALSE							
EG12138	b0193	yaeF	mRNA	Uncategorized	FALSE	FALSE							
EG12336	b0163	yaeH	mRNA	Uncategorized	FALSE	FALSE							
EG12337	b0164	yaeI	mRNA	Uncategorized	FALSE	FALSE							
G372	b4406	yaeP	mRNA	Unknown function	FALSE	FALSE							
