Promoter Name	Absolute-Plus-1-Position	Component-Of	Regulated-By
PM0-9374	2862197	COLI-K12-58 // TU0-14275	REG0-4615
PM0-9688	1879994	COLI-K12-38 // TU0-13407	REG0-10335 // REG0-10334 // REG0-9167 // REG0-9166 // REG0-9165 // REG0-9164 // REG0-9163
PM0-44995	1657547	COLI-K12-33	
PM0-44683	997808	COLI-K12-20	
PM449	3742618	COLI-K12-76 // TU368	REG0-10778 // REG0-4987 // REG0-4986
PM0-46333	1350132	COLI-K12-27 // TU0-13203	REG0-12120
PM0-46358	1351121	COLI-K12-27 // TU0-42604	REG0-12320
PM0-9954	1618941	COLI-K12-33 // TU0-8827	
PM0-45560	3121364	COLI-K12-63	
PM0-46586	1822283	COLI-K12-37 // TU0-45283	REG0-15287 // REG0-15286 // REG0-15285 // REG0-15284
PM0-46120	441468	COLI-K12-9 // TU0-8529	
PM0-45231	2192880	COLI-K12-44	
PM0-44497	504855	COLI-K12-10	
PM0-9762		TU0-13669	
PM0-44581	683482	COLI-K12-13	
PM0-45104	1907086	COLI-K12-39	
PM0-45454	2809595	COLI-K12-57	
PM00001	4215402	COLI-K12-86 // TU00001	REG0-4757 // REG0-4756 // REG0-4755 // REG0-4753 // REG0-4752 // REG0-4751 // REG0-4750 // REG0-4749 // REG0-4748 // REG0-4747 // REG0-4746 // REG0-4745
PM0-46090	4578062	COLI-K12-93	
PM00549	1330848	COLI-K12-27 // TU0-2503	
PM0-46017	4356507	COLI-K12-89	
PM1023	1308673	COLI-K12-26 // TU863	
PM0-10123	3138700	COLI-K12-64 // TU0-8753	
PM0-1284	816914	COLI-K12-16 // TU0-1123	REG0-6498
PM00587	2868782	COLI-K12-58 // TU00440	
PM0-10082	2233989	COLI-K12-45 // TU0-13538	REG0-9571
PM0-44548	635555	COLI-K12-13	
PM0-45050	1792827	COLI-K12-36	
PM0-45624	3236399	COLI-K12-66	
PM0-44364	155518	COLI-K12-3	
PM0-10387	250880	COLI-K12-5 // TU0-12853	REG0-10437
PM0-45762	3537176	COLI-K12-72	
PM0-46447	332043	COLI-K12-6 // TU0-45142	
PM0-10512	1848029	COLI-K12-37 // TU0-14798	
PM0-2002	595462	COLI-K12-12 // TU0-1822	REG0-12231 // REG0-11645 // REG0-6399
PM00289	2634107	COLI-K12-53 // TU00205	REG0-9597 // REG0-9596 // REG0-9595 // REG0-5952 // REG0-5951 // REG0-5950
PM0-9806		TU0-14523	
PM0-8081	4605694	COLI-K12-94 // TU0-7701	REG0-10787 // REG0-10786 // REG0-10677 // REG0-10676 // REG0-10457 // REG0-10456 // REG0-6086 // REG0-6085
PM0-2441	3665839	COLI-K12-75 // TU0-14433 // TU0-2261	REG0-11747 // REG0-10993 // REG0-9264 // REG0-6366 // REG0-6365 // REG0-6364 // REG0-6363
PM195	4640508	COLI-K12-94 // TU344	REG0-5995
PM0-10251	3659084	COLI-K12-74 // TU0-13964	
PM0-4430	3101798	COLI-K12-63 // TU0-4189	
PM0-45083	1875648	COLI-K12-38	
PM0-45037	1758944	COLI-K12-36	
PM00370	1498743	COLI-K12-30 // TU0-6423	
PM-8779	3296072	COLI-K12-67 // TU-8396	
PM00168	3267093	COLI-K12-66 // TU00125	REG0-5700 // REG0-5699 // REG0-5698 // REG0-5697 // REG0-5696 // REG0-5695
PM0-44481	453684	COLI-K12-9	
PM0-9740	4207971	COLI-K12-86 // TU0-14487	REG0-16331
PM0-9584	4177177	COLI-K12-85 // TU00354	
PM0-44977	1624543	COLI-K12-33	
PM0-10085	2363655	COLI-K12-48 // TU0-13567	
PM0-9884	84188	COLI-K12-1 // TU0-12807	REG0-12721 // REG0-12679 // REG0-12678 // REG0-11158 // REG0-9399 // REG0-9395
PM0-10010	990591	COLI-K12-20 // TU0-8489	
PM0-44562	662399	COLI-K12-13	
PM0-45430	2747846	COLI-K12-56	
PM0-46602	2911051	COLI-K12-59 // TU0-198692	
PM0-46004	4297134	COLI-K12-87	
PM0-45959	4102753	COLI-K12-83	
PM0-45532	3032970	COLI-K12-62	
PM00108	2532377	COLI-K12-51 // TU00079	REG0-5559
PM0-3603	2800590	COLI-K12-57 // TU0-3403	REG0-6342
PM0-45589	3169287	COLI-K12-64	
PM524	4377745	COLI-K12-89 // TU0-6484	
PM0-45008	1692988	COLI-K12-34	
PM0-36147	3231624	COLI-K12-66 // TU0-13853	REG0-12004 // REG0-10825 // REG0-10824 // REG0-10823
PM7	1463509	COLI-K12-29 // TU7	REG0-12095
PM0-7982	532300	COLI-K12-10 // TU0-7602	REG0-6079
PM0-10542	2766860	COLI-K12-56 // TU0-14812	
PM00382	1932784	COLI-K12-39 // TU27	REG0-6122
PM0-1725	1130165	COLI-K12-23 // TU0-1544	REG0-12007 // REG0-12006
PM00296	102867	COLI-K12-2 // TU00210	REG0-5972 // REG0-5971 // REG0-5970
PM0-10368	636686	COLI-K12-13 // TU0-12993	REG0-12122 // REG0-10394 // REG0-10393 // REG0-10392
PM00630	2312887	COLI-K12-47 // TU00477	REG0-5319 // REG0-5318 // REG0-5317 // REG0-5316 // REG0-5315 // REG0-5314 // REG0-5313 // REG0-5312 // REG0-5311 // REG0-5310
PM0-10081	2194269	COLI-K12-44 // TU0-13519	
PM0-45005	1678377	COLI-K12-34	
PM0-7701	1824984	COLI-K12-37 // TU0-7361	
PM0-10115	2925321	COLI-K12-59 // TU0-13738	
PM0-44906	1482991	COLI-K12-30	
PM0-46382	926043	COLI-K12-18 // TU0-42660	
PM00655	2947382	COLI-K12-60 // TU00496	REG0-12848
PM00406	2437912	COLI-K12-49 // TU0-5184	
PM00407	2441641	COLI-K12-49 // TU0-1482	REG0-6444 // REG0-6443
PM0-45726	3430062	COLI-K12-70	
PM0-45710	3392075	COLI-K12-69	
PM0-44845	1330790	COLI-K12-27	
PM0-44523	568787	COLI-K12-11	
PM0-45111	1910159	COLI-K12-39	
PM0-46490	4414247	COLI-K12-90 // TU0-45191	REG0-14920 // REG0-14919 // REG0-14918
PM0-46456	3057009	COLI-K12-62 // TU0-45157	
PM0-45015	1704812	COLI-K12-34	
PM0-4461	2736006	COLI-K12-55 // TU0-4221	
PM0-44795	1218814	COLI-K12-24	
PM0-45446	2773285	COLI-K12-56	
PM0-46498	2731448	TU0-45198 // COLI-K12-55	REG0-14933 // REG0-14932 // REG0-14931 // REG0-14930 // REG0-14929 // REG0-14928 // REG0-14927 // REG0-14926
PM0-7163	629855	COLI-K12-12 // TU0-6823	REG0-6125
PM00037	2352583	COLI-K12-48 // TU00030	REG0-16081 // REG0-9323 // REG0-9322 // REG0-9321 // REG0-9320 // REG0-9319 // REG0-9318 // REG0-4685 // REG0-4684 // REG0-4683 // REG0-4682 // REG0-4681 // REG0-4680 // REG0-4679 // REG0-4678 // REG0-4677 // REG0-4676 // REG0-4675 // REG0-4674
PM0-45734	3478540	COLI-K12-71	
PM00485	4122354	COLI-K12-84 // TU00287	
PM0-44333	5030	COLI-K12-0	
PM0-45792	3609767	COLI-K12-73	
PM0-10363	4486101	COLI-K12-91 // TU0-14741	
PM0-46459	2381582	COLI-K12-48 // TU0-13573	
PM0-44968	1614799	COLI-K12-33	
PM562	1237538	COLI-K12-25 // TU462	REG0-11425 // REG0-11424 // REG0-11423 // REG0-11422 // REG0-11421 // REG0-11420 // REG0-5031 // REG0-5030 // REG0-5029 // REG0-5028 // REG0-5027 // REG0-5026 // REG0-5025
PM0-10083	2269920	COLI-K12-46 // TU0-13550	
PM0-44863	1390637	COLI-K12-28	
PM-8817	2766707	COLI-K12-56 // TU-8431	
PM0-46189	937328	COLI-K12-19 // TU0-13079	REG0-11552
PM0-9593	2498399	COLI-K12-51 // TU0-13612	REG0-8939
PM0-45600	3182429	COLI-K12-65	
PM0-45348	2492130	COLI-K12-51	
PM0-9974	401363	COLI-K12-8 // TU0-14613	
PM00019	2246942	COLI-K12-45 // TU00014	REG0-4800 // REG0-4799 // REG0-4798 // REG0-4797
PM0-46047	4474096	COLI-K12-91	
PM0-44502	508174	COLI-K12-10	
PM0-46564	1340135	TU0-45262 // TU0-45261 // COLI-K12-27	
PM0-46565	1862735	COLI-K12-38 // TU0-45263	REG0-15185 // REG0-15184
PM0-9692	914129	COLI-K12-18 // TU0-14451	
PM0-45448	2782822	COLI-K12-56	
PM00259	2978950	COLI-K12-60 // TU00186	REG0-5255
PM0-45209	2109718	COLI-K12-43	
PM0-45525	3015056	COLI-K12-61	
PM928	3656791	COLI-K12-74 // TU00282	REG0-12871 // REG0-11490 // REG0-11202 // REG0-10992 // REG0-10991 // REG0-10990 // REG0-10989 // REG0-10988 // REG0-10987 // REG0-10958 // REG0-10721 // REG0-10133 // REG0-10132 // REG0-10131 // REG0-10130 // REG0-10001 // REG0-9409 // REG0-9408 // REG0-9407 // REG0-9406 // REG0-9405 // REG0-9404 // REG0-9403 // REG0-4837 // REG0-4836 // REG0-4834 // REG0-4833
PM00329	218837	COLI-K12-4 // TU0-6562	
PM0-44542	610254	COLI-K12-12	
PM0-46159	1563201	COLI-K12-31 // TU0-42462	
PM0-45737	3478985	COLI-K12-71	
PM0-44865	1392072	COLI-K12-28 // TU0-42524 // TU0-13216	REG0-11658
PM0-10383	1547205	COLI-K12-31 // TU0-13284	
PM0-44388	234025	COLI-K12-4	
PM0-45165	2028410	COLI-K12-41	
PM0-9560	3990790	COLI-K12-81 // TU0-14402	
PM0-45109	1910140	COLI-K12-39	
PM0-45212	2120337	COLI-K12-43	
PM00067	4158457	COLI-K12-85 // TU00051	REG0-10695 // REG0-10694 // REG0-4601
PM0-9841		TU0-13524	
PM0-3921	4287595	COLI-K12-87 // TU0-3721	REG0-6285 // REG0-6284
PM-8784	1988200	COLI-K12-40 // TU-8399	REG0-6554 // REG0-6552
PM00624	3569571	COLI-K12-73 // TU00470	
PM0-45196	2098310	COLI-K12-42	
PM0-46361	4416869	COLI-K12-90 // TU0-14156	
PM0-4882	1942661	COLI-K12-39 // TU0-4642	REG0-12891 // REG0-6233
PM0-10330	813493	COLI-K12-16 // TU0-14730	REG0-12968
PM0-10071	2071474	COLI-K12-42 // TU0-14635	
PM0-44879	1420244	COLI-K12-29	
PM0-10175	4256608	COLI-K12-87 // TU0-14115	
PM341	973404	COLI-K12-19 // TU261	REG0-5093
PM0-9649	1103335	COLI-K12-22 // TU0-14429	REG0-11494 // REG0-9045
PM0-9786		TU0-14506	
PM0-8643	3647982	COLI-K12-74 // TU0-8263	REG0-11757 // REG0-6023
PM0-45124	1925364	COLI-K12-39	
PM0-45563	3132593	COLI-K12-64	
PM0-44729	1118641	COLI-K12-22	
PM0-45438	2758881	COLI-K12-56	
PM0-10029	1323188	COLI-K12-27 // TU0-13194	
PM0-44488	480503	COLI-K12-9	
PM0-44864	1390639	COLI-K12-28	
PM0-9592	77338	COLI-K12-1 // TU0-12805	REG0-12952 // REG0-12951 // REG0-8934
PM0-44400	247544	COLI-K12-5	
PM0-46360	2282440	COLI-K12-46 // TU0-13557	REG0-12324
PM0-44952	1544763	COLI-K12-31	
PM0-8746	1290220	COLI-K12-26 // TU0-8364	
PM0-45435	2758663	COLI-K12-56	
PM0-44679	964238	COLI-K12-19	
PM0-3843		TU0-42594	
PM0-45087	1876822	COLI-K12-38	
PM00662	697163	COLI-K12-14 // TU00507	REG0-12690 // REG0-5306
PM0-5062	4051036	COLI-K12-82 // TU0-4822	REG0-12559 // REG0-12558 // REG0-12557 // REG0-12394
PM0-45824	3696322	COLI-K12-75	
PM0-36223	146745	COLI-K12-3 // TU0-8486	
PM0-46003	4297330	COLI-K12-87	
PM0-9565		TU0-13642	
PM0-9403	1986799	COLI-K12-40 // TU0-14282	REG0-4609
PM0-10256	3178004	COLI-K12-65 // TU0-14701	
PM0-10	2196445	COLI-K12-44 // TU0-9	REG0-11980 // REG0-6591
PM0-45662	3293393	COLI-K12-67	
PM0-9408	3247548	COLI-K12-66 // TU0-14286	REG0-4605
PM0-45938	4060253	COLI-K12-83	
PM00424	2822090	COLI-K12-57 // TU0-6441	REG0-6157
PM0-9579	2035780	COLI-K12-41 // TU0-13466	REG0-4564
PM0-10013	1067758	COLI-K12-21 // TU0-13114	REG0-11094 // REG0-11093 // REG0-11064
PM0-46461	3308698	COLI-K12-67 // TU0-45160	
PM0-9973	396319	COLI-K12-8 // TU0-14612	
PM0-45062	1813255	COLI-K12-37	
PM0-45664	3293211	COLI-K12-67	
PM0-36178	3568392	COLI-K12-73 // TU0-36417	REG0-10878
PM-8771	2962507	COLI-K12-60 // TU-8388	
PM00643	3915326	COLI-K12-80 // TU00488	REG0-5321 // REG0-5320
PM00416	2707196	COLI-K12-55 // TU0-6942	
PM0-10401	1888061	COLI-K12-38 // TU0-14354	
PM0-45751	3526274	COLI-K12-72	
PM0-44350	60450	COLI-K12-1	
PM0-9860		TU0-14559	
PM00616	1040599	COLI-K12-21 // TU00461	
PM0-10153	3830431	COLI-K12-78 // TU0-14006	
PM0-44370	162075	COLI-K12-3	
PM0-46014	4356462	COLI-K12-89	
PM172	511411	COLI-K12-10 // TU0-3122	REG0-6359
PM0-10016	1120609	COLI-K12-22 // TU0-13127	
PM0-1081	1116772	COLI-K12-22 // TU0-921	
PM0-45061	1813153	COLI-K12-37	
PM0-44417	289192	COLI-K12-5	
PM0-5286	3246508	COLI-K12-66	
PM0-44514	556891	COLI-K12-11	
PM0-45190	2080661	COLI-K12-42	
PM0-9750		TU0-13908	
PM0-45883	3843957	COLI-K12-78	
PM0-44472	410118	COLI-K12-8	
PM0-9395	1031443	COLI-K12-21 // TU0-13105	REG0-4608
PM0-44908	1487231	COLI-K12-30	
PM0-45689	3361978	COLI-K12-68	
PM0-9818		TU0-14535	
PM0-36220	3658054	COLI-K12-74 // TU0-36438	
PM0-45546	3099757	COLI-K12-63	
PM0-45968	4139046	COLI-K12-84	
PM0-44702	1051330	COLI-K12-21	
PM0-45404	2667928	COLI-K12-54	
PM0-45053	1806217	COLI-K12-36	
PM00063	2344755	COLI-K12-47 // TU00047	REG0-11891 // REG0-11890 // REG0-11326 // REG0-11325 // REG0-11324 // REG0-10766 // REG0-9039 // REG0-9038 // REG0-4563 // REG0-4562 // REG0-4561 // REG0-4560 // REG0-4559 // REG0-4558 // REG0-4557 // REG0-4556 // REG0-4555 // REG0-4554 // REG0-4553
PM181	1339190	COLI-K12-27 // TU0-1741	REG0-5994
PM0-36238	1495134	COLI-K12-30 // TU0-8700	
PM0-46180	84024	COLI-K12-1 // TU0-42478	
PM00333	255776	COLI-K12-5 // TU0-6442	
PM561	1237509	COLI-K12-25 // TU461	REG0-11418 // REG0-11417 // REG0-11416 // REG0-11414 // REG0-11413 // REG0-11412 // REG0-8984 // REG0-5024 // REG0-5023 // REG0-5022 // REG0-5021 // REG0-5020 // REG0-5019 // REG0-5018
PM0-44498	504886	COLI-K12-10	
PM0-46436	1794124	COLI-K12-36 // TU0-44213	
PM0-9719	3439546	COLI-K12-70 // TU0-13911	
PM0-44949	1544825	COLI-K12-31	
PM0-45479	2925369	COLI-K12-59	
PM0-45684	3349831	COLI-K12-68	
PM0-4462	196470	COLI-K12-4 // TU0-4222	
PM00600	3090327	COLI-K12-63 // TU00452	
PM0-4141	1556046	COLI-K12-31 // TU0-3901	REG0-12686 // REG0-6302 // REG0-6301 // REG0-6300
PM0-44661	922912	COLI-K12-18	
PM0-44604	777560	COLI-K12-15	
PM0-45168	2033203	COLI-K12-41	
PM00466	3883961	COLI-K12-79 // TU00259	REG0-12658 // REG0-11322 // REG0-11321 // REG0-4909 // REG0-4908
PM00341	495084	COLI-K12-10 // TU00402	
PM0-45875	3828691	COLI-K12-78	
PM00579	1862526	COLI-K12-38 // TU0-4907	REG0-11513 // REG0-11512
PM0-44927	1502445	COLI-K12-30	
PM0-10331	2168349	COLI-K12-44 // TU0-7744	REG0-10135
PM0-45780	3597958	COLI-K12-73	
PM0-45888	3843930	COLI-K12-78	
PM00426	2909797	COLI-K12-59 // TU0-6428	
PM0-44825	1288753	COLI-K12-26	
PM0-44541	608056	COLI-K12-12	
PM0-9757		TU0-13646	
PM0-45449	2795471	COLI-K12-57	
PM0-7162	629864	COLI-K12-12 // TU0-6822	
PM00411	2535480	COLI-K12-51 // TU0-4786	
PM0-1442	711521	COLI-K12-14 // TU0-1282	REG0-6440
PM321	4442261	COLI-K12-90 // TU241	REG0-9380 // REG0-9379
PM0-45585	3166030	COLI-K12-64	
PM0-3582	787632	COLI-K12-16 // TU0-3382	REG0-6339 // REG0-6338
PM0-46098	4594882	COLI-K12-94	
PM0-45132	1941721	COLI-K12-39	
PM0-44349	57268	COLI-K12-1	
PM0-10351	1360968	COLI-K12-27 // TU0-13209	REG0-11703 // REG0-11702 // REG0-11701 // REG0-11700 // REG0-10273 // REG0-10272
PM0-5201	4551334	COLI-K12-93 // TU0-4961	REG0-10669 // REG0-10668 // REG0-6222 // REG0-6221 // REG0-6220 // REG0-6219 // REG0-6218
PM0-44860	1370185	COLI-K12-28	
PM0-44456	380850	COLI-K12-7	
PM0-45523	3015234	COLI-K12-61	
PM0-46536	4107474	COLI-K12-84 // TU0-45236	REG0-15081
PM0-45790	3609020	COLI-K12-73	
PM0-46122	3669551	COLI-K12-75 // TU0-8360	
PM00635	2533608	COLI-K12-51 // TU00483	REG0-5274 // REG0-5273
PM0-45069	1841438	COLI-K12-37	
PM0-8184	4635353	COLI-K12-94 // TU0-7804	REG0-11567 // REG0-11566 // REG0-6065
PM0-45056	1807719	COLI-K12-36	
PM1021	2255290	COLI-K12-46 // TU861	REG0-6028 // REG0-6027 // REG0-6026 // REG0-6025 // REG0-6024
PM00287	1262177	COLI-K12-25 // TU00203	REG0-5944
PM0-36155	1315396	COLI-K12-26 // TU0-36411	
PM0-8721		TU0-8341	
PM0-45562	3130025	COLI-K12-64	
PM0-10068	1979226	COLI-K12-40 // TU0-13446	
PM0-9769		TU0-13586	
PM0-10196	1754642	COLI-K12-35 // TU0-14675	REG0-9466 // REG0-9465 // REG0-9464 // REG0-9463 // REG0-9462 // REG0-9461 // REG0-9460
PM0-4744	4313132	COLI-K12-88 // TU0-4504	REG0-6278
PM0-46055	4486188	COLI-K12-91	
PM0-36236	1440831	COLI-K12-29 // TU0-42540 // TU0-8699	REG0-11904 // REG0-11903
PM0-45370	2550678	COLI-K12-52	
PM0-9300	1718034	COLI-K12-35 // TU0-8864	
PM0-45518	3006224	COLI-K12-61	
PM00491	4153190	COLI-K12-85 // TU0-6510	REG0-10897
PM0-44584	689205	COLI-K12-14	
PM0-8730	920094	COLI-K12-18	
PM0-45489	2969582	COLI-K12-60	
PM0-44709	1056182	COLI-K12-21	
PM0-4444	197821	COLI-K12-4 // TU0-4204	
PM0-44633	845664	COLI-K12-17	
PM0-36256	4275164	COLI-K12-87 // TU0-8608	REG0-12903
PM00633	2533498	COLI-K12-51 // TU00480	REG0-10904 // REG0-5272
PM0-10454	4478384	COLI-K12-91 // TU0-14772	
PM0-45090	1877666	COLI-K12-38	
PM0-7881	4160802	COLI-K12-85 // TU0-7521	
PM0-44854	1344544	COLI-K12-27	
PM0-45647	3259826	COLI-K12-66	
PM0-45145	1977932	COLI-K12-40	
PM933	4107474	COLI-K12-84 // TU788	REG0-4838
PM0-7507	3808256	COLI-K12-77 // TU0-7164	
PM00356	985743	COLI-K12-20 // TU0-6482	REG0-11082 // REG0-11081 // REG0-11080
PM0-46598	1978176	COLI-K12-40 // TU0-198686	
PM0-45494	2973939	COLI-K12-60	
PM0-8401	2587475	COLI-K12-52 // TU0-8021	REG0-6075
PM00660	4392313	COLI-K12-89 // TU00505	
PM204	4640688	COLI-K12-94 // TU348	
PM0-9834		TU0-14551	
PM0-1352	3428940	COLI-K12-70 // TU0-1192	REG0-16329
PM00601	3090275	COLI-K12-63 // TU00453	
PM0-44700	1049834	COLI-K12-21	
PM0-45977	4200511	COLI-K12-85	
PM0-9801		TU0-14154	
PM0-45657	3287364	COLI-K12-67	
PM0-10221	468352	COLI-K12-9 // TU0-12936	REG0-12905 // REG0-9583
PM0-45906	3948160	COLI-K12-80	
PM0-45771	3581016	COLI-K12-73 // TU0-3401	REG0-6340 // REG0-6341 // REG0-10785
PM0-8183	1719748	COLI-K12-35 // TU0-7803	REG0-6091
PM0-45991	4261658	COLI-K12-87	
PM00355	961859	COLI-K12-19 // TU565	REG0-11171
PM0-5168	3546446	COLI-K12-72 // TU0-4928	REG0-6216 // REG0-6215 // REG0-6214
PM0-45322	2407408	COLI-K12-49 // TU0-13579	REG0-10886
PM00482	3997971	COLI-K12-81 // TU0-7043	
PM0-10180	4270214	COLI-K12-87 // TU0-14122	REG0-12870
PM0-9839	2737104	COLI-K12-56 // TU0-13677	REG0-11824
PM00280	4287671	COLI-K12-87 // TU00199	REG0-10484 // REG0-8994 // REG0-8946 // REG0-5963 // REG0-5962 // REG0-5961 // REG0-5960 // REG0-5959 // REG0-5958 // REG0-5957 // REG0-5956 // REG0-5955 // REG0-5954 // REG0-5953
PM0-45128	1936590	COLI-K12-39	
PM0-1581	1616955	COLI-K12-33 // TU0-1421	REG0-6441
PM0-45776	3586919	COLI-K12-73	
PM00480	3965687	COLI-K12-81 // TU0-3103	REG0-11943
PM0-46019	4374369	COLI-K12-89	
PM662	1011659	COLI-K12-20 // TU562	
PM00567	3192012	COLI-K12-65 // TU00279	REG0-5264
PM0-36229	515903	COLI-K12-10 // TU0-12957	
PM0-45195	2098413	COLI-K12-42	
PM00111	85600	COLI-K12-1 // TU00081	REG0-4487 // REG0-4486 // REG0-4485 // REG0-4484 // REG0-4483 // REG0-4482 // REG0-4481
PM0-45989	4260114	COLI-K12-87	
PM0-44489	490324	COLI-K12-10	
PM0-44754	1175325	COLI-K12-24	
PM0-46420	538986	COLI-K12-11 // TU0-44197	
PM0-45218	2151051	COLI-K12-44	
PM0-44961	1577666	COLI-K12-32	
PM00322	85453	COLI-K12-1 // TU0-6861	
PM0-45214	2151077	COLI-K12-44	
PM00494	4163399	COLI-K12-85 // TU0-6281	REG0-10969 // REG0-10968 // REG0-10967
PM00276	1901933	COLI-K12-38 // TU00196	REG0-10175 // REG0-5733 // REG0-5732 // REG0-5731 // REG0-5730 // REG0-5729 // REG0-5728
PM0-45727	3430088	COLI-K12-70	
PM0-44510	544056	COLI-K12-11	
PM0-45618	3221255	COLI-K12-65	
PM0-46471	2509461	COLI-K12-51 // TU0-45170	REG0-14851
PM00387	1989502	COLI-K12-40 // TU0-6631	
PM00079	2695589	COLI-K12-55 // TU00057	REG0-4622
PM0-46458	16952	COLI-K12-0 // TU0-12795	
PM0-44895	1437079	COLI-K12-29	
PM0-46334	951154	COLI-K12-19 // TU0-13083	
PM0-46504	3910542	COLI-K12-80 // TU0-45204	
PM0-9417	3305932	COLI-K12-67 // TU0-14288	
PM00201	2477746	COLI-K12-50 // TU00149	REG0-10502 // REG0-5688
PM0-45321	2407414	COLI-K12-49	
PM0-2922	2553205	COLI-K12-52 // TU0-2742	REG0-6354
PM0-44778	1202955	COLI-K12-24	
PM0-46482	2167114	COLI-K12-44 // TU0-45185	REG0-14909 // REG0-14908
PM00529	4611153	COLI-K12-94 // TU0-1981	REG0-11498 // REG0-9389 // REG0-9388 // REG0-5429 // REG0-5428 // REG0-5427 // REG0-5426 // REG0-5425 // REG0-5424 // REG0-5423
PM0-8201	656526	COLI-K12-13 // TU0-7821	REG0-13045 // REG0-13044 // REG0-13043 // REG0-6068
PM0-10246	607731	COLI-K12-12 // TU0-8266	REG0-9619
PM0-9097	4016343	COLI-K12-82 // TU0-8661	REG0-6599
PM0-45961	4106432	COLI-K12-84	
PM0-10286	2243848	COLI-K12-45 // TU0-13539	REG0-9987 // REG0-9986 // REG0-9985 // REG0-9984
PM00326	127717	COLI-K12-2 // TU00523	REG0-11114 // REG0-11113 // REG0-11112 // REG0-8948 // REG0-5912 // REG0-5911 // REG0-5910 // REG0-5909
PM0-9527	1645903	COLI-K12-33 // TU0-14381	REG0-11030 // REG0-11029 // REG0-10264 // REG0-10263 // REG0-10262 // REG0-10261
PM0-44728	1105738	COLI-K12-22	
PM0-44449	335068	COLI-K12-6	
PM0-46346	914895	COLI-K12-18 // TU0-13076	REG0-12228 // REG0-12227
PM0-10186	4382618	COLI-K12-89 // TU0-14146	
PM0-44981	1634956	COLI-K12-33	
PM0-44534	588070	COLI-K12-12	
PM0-46590	1196711	COLI-K12-24 // TU0-45287	
PM00312	4058107	COLI-K12-83 // TU0-5903 // TU00029	REG0-5938 // REG0-5937 // REG0-5936 // REG0-5935 // REG0-5934 // REG0-5933 // REG0-5932 // REG0-5931
PM0-9998	878070	COLI-K12-17 // TU0-8632	
PM0-10550	4107522	COLI-K12-84 // TU0-14813	
PM0-44891	1425264	COLI-K12-29	
PM00486	4124509	COLI-K12-84 // TU0-5961	REG0-10557 // REG0-10556 // REG0-9815 // REG0-5234 // REG0-5233
PM0-10352	1234905	COLI-K12-25 // TU0-14737	REG0-11948 // REG0-11617
PM0-46331	2913700	COLI-K12-59 // TU0-42589	
PM-8766	2537315	COLI-K12-51 // TU-8383	
PM0-10150	3761975	COLI-K12-76 // TU0-13988	
PM0-46179	84304	COLI-K12-1 // TU0-42477	REG0-11485 // REG0-11484 // REG0-11483 // REG0-11482 // REG0-11481 // REG0-11480 // REG0-11476 // REG0-11475 // REG0-11474 // REG0-11473 // REG0-11472
PM0-9399	1081307	COLI-K12-22 // TU0-13115	REG0-4613
PM0-45142	1960001	COLI-K12-40 // TU0-13444	REG0-12997
PM0-45853	3757880	COLI-K12-76	
PM0-45318	2388539	COLI-K12-48	
PM0-45439	2758855	COLI-K12-56	
PM0-44503	513974	COLI-K12-10	
PM0-36246	2265417	COLI-K12-46 // TU0-13547	REG0-11099
PM0-45716	3411617	COLI-K12-69	
PM0-46535	3957867	COLI-K12-81 // TU0-45235	REG0-15080 // REG0-15079
PM0-45946	4069363	COLI-K12-83	
PM00412	2535610	COLI-K12-51 // TU0-4782	
PM0-46317	3906717	COLI-K12-79 // TU0-42564	REG0-11993 // REG0-11992
PM0-45382	2595938	COLI-K12-53	
PM0-45835	3716356	COLI-K12-76	
PM0-45840	3725902	COLI-K12-76	
PM0-4921	4494597	COLI-K12-91 // TU0-4681	REG0-6239 // REG0-6238 // REG0-6237 // REG0-6236 // REG0-6235 // REG0-6234
PM00095	4632704	COLI-K12-94 // TU00220	REG0-5539
PM0-45059	1813348	COLI-K12-37	
PM0-10448	4556576	COLI-K12-93 // TU0-14766	REG0-16076 // REG0-11151 // REG0-11135
PM0-10389	1509221	COLI-K12-30 // TU0-13266	REG0-13422
PM0-46523	4382412	COLI-K12-89 // TU0-45225	REG0-15008 // REG0-15007 // REG0-15006 // REG0-15005 // REG0-15004 // REG0-15003 // REG0-15002
PM0-2601	4467280	COLI-K12-91 // TU0-2421	
PM0-44821	1273655	COLI-K12-26	
PM0-10206	256502	COLI-K12-5 // TU0-12857	
PM0-45645	3254274	COLI-K12-66	
PM0-44971	1615731	COLI-K12-33	
PM0-46050	4475401	COLI-K12-91	
PM0-45941	4062166	COLI-K12-83	
PM0-44796	1218937	COLI-K12-24	
PM00323	85540	COLI-K12-1 // TU0-6882	REG0-12919 // REG0-11409 // REG0-11408 // REG0-11407 // REG0-11404 // REG0-11403 // REG0-11402
PM0-9545	1491506	COLI-K12-30 // TU0-14392	
PM0-46328	2412594	COLI-K12-49 // TU0-13582	
PM0-45338	2462802	COLI-K12-50	
PM0-1344	3941633	COLI-K12-80 // TU0-1184	REG0-16327
PM0-9760	1607221	COLI-K12-32 // TU0-13300	
PM0-2001	595573	COLI-K12-12 // TU0-1821	REG0-12232 // REG0-11644 // REG0-6398
PM00516	2477821	COLI-K12-50 // TU00148	REG0-5278 // REG0-5277 // REG0-5276
PM0-7541	2668964	COLI-K12-54 // TU0-7201	REG0-6098
PM00339	456577	COLI-K12-9 // TU00251	
