# Generated from the following BioVelo query on EcoCyc, 12:16pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^?associated-binding-site, x^?regulator, Evidence) : x<-ECOLI^^Regulation-of-Transcription-Initiation,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Associated Binding Site", "Regulators", "Evidence")), 2)
Regulation of ssbp3 by DNA-binding transcriptional repressor LexA	REG0-5534	LexA DNA-binding-site 28.5 bases upstream of uvrAp	DNA-binding transcriptional repressor LexA	EV-EXP-IEP-QRTPCR
Regulation of yjeVp by DnaA-ATP	REG0-10326	DnaA-ATP DNA-binding-site 55 bases upstream of yjeVp	DnaA-ATP	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of osmYp by DNA-binding transcriptional dual regulator Lrp	REG0-5425	Lrp DNA-binding-site 186 bases upstream of osmYp2	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of ptsGp1 by DNA-binding transcriptional dual regulator Fis	REG0-9016	Fis DNA-binding-site 143 bases downstream of ptsGp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yjbQ by DNA-binding transcriptional dual regulator Lrp	REG0-14417	Lrp DNA-binding-site (BS0-9764)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
Regulation of pdeF by DNA-binding transcriptional dual regulator H-NS	REG0-16103	H-NS DNA-binding-site (BS0-10643)	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-MICROARRAY,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cmoMp by DNA-binding transcriptional dual regulator H-NS	REG0-5093	H-NS DNA-binding-site regulating cmoMp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pdhRp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5140	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 110.5 bases upstream of pdhRp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of focAp1 by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5185	NarL-Pasp59 DNA-binding-site 36 bases downstream of focAp3	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hcpp1 by DNA-binding transcriptional dual regulator FNR	REG0-6114	Fnr DNA-binding-site 72.5 bases upstream of hcpp1	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cysJ by DNA-binding transcriptional regulator YafC	REG0-16075	YafC DNA-binding-site (BS0-10619)	DNA-binding transcriptional regulator YafC	EV-EXP-IEP-RNA-SEQ
Regulation of katGp by DNA-binding transcriptional dual regulator FNR	REG0-4711	Fnr DNA-binding-site 96.5 bases upstream of katGp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-MICROARRAY
Regulation of ppiB by DNA-binding transcriptional repressor GlaR	REG0-14272	GlaR DNA-binding-site (BS0-9617)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of fumAp by DNA-binding transcriptional dual regulator FNR	REG0-5867		DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of leuOp2 by DNA-binding transcriptional dual regulator H-NS	REG0-11473	H-NS DNA-binding-site 212 bases upstream of leuOp2	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rmfp by DNA binding transcriptional dual regulator RcdA	REG0-13126	RcdA DNA-binding-site regulating rmfp	DNA binding transcriptional dual regulator RcdA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ubiU by DNA-binding transcriptional dual regulator Nac	REG0-14769	Nac DNA-binding-site (BS0-10022)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of flup by ppGpp	REG0-15734		ppGpp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of adhEp by DNA-binding transcriptional dual regulator Lrp	REG0-14878	Lrp DNA-binding-site 65 bases upstream of adhEp	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yobFp1 by phosphorylated DNA-binding transcriptional dual regulator BtsR	REG0-13466	phosphorylated DNA-binding transcriptional dual regulator BtsR DNA-binding-site 138 bases upstream of yobFp1	phosphorylated DNA-binding transcriptional dual regulator BtsR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nemRp by DNA-binding transcriptional repressor NemR	REG0-9581	NemR DNA-binding-site 20.5 bases upstream of nemRp	DNA-binding transcriptional repressor NemR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hprR by DNA-binding transcriptional dual regulator H-NS	REG0-16109	H-NS DNA-binding-site (BS0-10651)	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-MICROARRAY,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of argGp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6163	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 167.5 bases upstream of argGp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fliD by DNA-binding transcriptional dual regulator Nac	REG0-14503	Nac DNA-binding-site (BS0-9831)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of fepAp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-5842	DNA-binding transcriptional dual regulator Fur DNA-binding-site 21 bases upstream of fesp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of gltBp2 by DNA-binding transcriptional dual regulator Nac	REG0-14890		DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of uxaC by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16439	DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10870)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of phoBp by CP4-57 prophage; DNA-binding transcriptional activator AlpA	REG0-15952		CP4-57 prophage; DNA-binding transcriptional activator AlpA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of purHp by DNA-binding transcriptional repressor PurR-hypoxanthine	REG0-4621	PurR-hypoxanthine DNA-binding-site 20.5 bases upstream of purHp	DNA-binding transcriptional repressor PurR-hypoxanthine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tyrPp1 by DNA-binding transcriptional dual regulator TyrR	REG0-5468	TyrR DNA-binding-site 64.5 bases upstream of tyrPp1	DNA-binding transcriptional dual regulator TyrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fliAp1 by FlhDC DNA-binding transcriptional dual regulator	REG0-5262	FlhDC DNA-binding-site 52.5 bases upstream of fliAp1	FlhDC DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-NORTHERN
Regulation of yciGp by DNA-binding transcriptional dual regulator H-NS	REG0-6611	H-NS DNA-binding-site 88.5 bases upstream of yciGp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of metE by DNA-binding transcriptional dual regulator Cra	REG0-16593	Cra DNA-binding-site (BS0-10982)	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-RNA-SEQ
Regulation of serA by DNA-binding transcriptional dual regulator Lrp	REG0-14396	Lrp DNA-binding-site (BS0-9743)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
Regulation of adhEp by DNA-binding transcriptional dual regulator Lrp	REG0-14877	Lrp DNA-binding-site 6 bases upstream of adhEp	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ldtE by ppGpp	REG0-13008		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of fimAp by DNA-binding transcriptional dual regulator H-NS	REG0-5129	H-NS DNA-binding-site regulating fimAp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of metH by DNA-binding transcriptional dual regulator Lrp	REG0-15507	Lrp DNA-binding-site (BS0-10276)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of metY by DNA-binding transcriptional dual regulator Nac	REG0-14574	Nac DNA-binding-site (BS0-9890)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of ttdAp by Dan-L-tartrate DNA-binding transcriptional activator	REG0-10710	DNA-binding transcriptional activator Dan DNA-binding-site 92 bases upstream of ttdAp	Dan-L-tartrate DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tsxp2 by DNA-binding transcriptional repressor CytR	REG0-10537	CytR DNA-binding-site 68.5 bases upstream of tsxp2	DNA-binding transcriptional repressor CytR	EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tff by DNA-binding transcriptional dual regulator Nac	REG0-14661	Nac DNA-binding-site (BS0-9885)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of aspAp by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5813	NarL-Pasp59 DNA-binding-site 67 bases upstream of aspAp	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of feaRp2 by DNA-binding transcriptional dual regulator PhoB-phosphorylated	REG0-11650	PhoB-Pasp53 DNA-binding-site 17 bases upstream of feaRp2	DNA-binding transcriptional dual regulator PhoB-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of queE by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-12828	PhoP-Pasp51 DNA-binding-site regulating queE	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hybOp1 by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5069	NarL-Pasp59 DNA-binding-site 76 bases upstream of hybOp1	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of serAp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6369	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 80 bases upstream of serAp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yibT by DNA-binding transcriptional dual regulator Lrp	REG0-15637	Lrp DNA-binding-site (BS0-10406)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of aroP by DNA-binding transcriptional dual regulator FNR	REG0-14330	Fnr DNA-binding-site (BS0-9680)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of fdnGp by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5781	NarL-Pasp59 DNA-binding-site 100 bases upstream of fdnGp	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pgaA by DNA-binding transcriptional dual regulator Nac	REG0-14613	Nac DNA-binding-site (BS0-9919)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of norRp by DNA-binding transcriptional dual regulator NorR	REG0-6586	NorR DNA-binding-site 21 bases upstream of norRp	DNA-binding transcriptional dual regulator NorR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hypAp by DNA-binding transcriptional dual regulator NsrR	REG0-10486	NsrR DNA-binding-site 96 bases upstream of hypAp	DNA-binding transcriptional dual regulator NsrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dcyD by DNA-binding transcriptional dual regulator Nac	REG0-14480	Nac DNA-binding-site (BS0-9816)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of mobA by DNA-binding transcriptional dual regulator Nac	REG0-14579	Nac DNA-binding-site (BS0-9895)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of oxyRp2 by DNA-binding transcriptional dual regulator OxyR	REG0-15190	OxyR DNA-binding-site 18 bases upstream of oxyRp2	DNA-binding transcriptional dual regulator OxyR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ysgAp by DNA-binding transcriptional dual regulator FNR	REG0-6599	Fnr DNA-binding-site regulating ysgAp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ynfEp2 by DNA-binding transcriptional dual regulator FNR	REG0-15123	Fnr DNA-binding-site 40.5 bases upstream of ynfEp2	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ydbKp by DNA-binding transcriptional dual regulator SoxS	REG0-11904	SoxS DNA-binding-site 50.5 bases upstream of ydbKp	DNA-binding transcriptional dual regulator SoxS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of galRp by GalR-D-galactose	REG0-9091	GalR-galactose DNA-binding-site 8.5 bases downstream of galRp	GalR-D-galactose	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of leuO by DNA-binding transcriptional dual regulator Lrp	REG0-15497	Lrp DNA-binding-site (BS0-10266)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of pdhRp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-14991	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of pdhRp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yieE by DNA-binding transcriptional dual regulator Nac	REG0-14776	Nac DNA-binding-site (BS0-10028)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of caiTp by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-5648	ArcA-Pasp54 DNA-binding-site 50 bases downstream of caiTp	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadEp1 by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-10724	PhoP-Pasp51 DNA-binding-site 85 bases upstream of gadEp1	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ydbDp by DNA-binding transcriptional dual regulator NsrR	REG0-10512	NsrR DNA-binding-site 39 bases downstream of ydbDp	DNA-binding transcriptional dual regulator NsrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of bhsAp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-11106	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 36.5 bases upstream of bhsAp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of adhEp1 by DNA-binding transcriptional dual regulator Lrp	REG0-9545	Lrp DNA-binding-site 157 bases upstream of adhEp	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ybjCp by DNA-binding transcriptional dual regulator SoxS	REG0-6411	SoxS DNA-binding-site 56.5 bases upstream of ybjCp	DNA-binding transcriptional dual regulator SoxS	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fecIp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-9281	DNA-binding transcriptional dual regulator Fur DNA-binding-site 4 bases upstream of fecIp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of aceB by DNA-binding transcriptional dual regulator Lrp	REG0-14365	Lrp DNA-binding-site (BS0-9712)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
Regulation of glyAp by DNA-binding transcriptional repressor PurR-hypoxanthine	REG0-5930	PurR-hypoxanthine DNA-binding-site 59.5 bases upstream of glyAp	DNA-binding transcriptional repressor PurR-hypoxanthine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of leuOp2 by DNA-binding transcriptional dual regulator LeuO	REG0-11475	LeuO DNA-binding-site 56 bases upstream of leuOp	DNA-binding transcriptional dual regulator LeuO	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gspM by DNA-binding transcriptional dual regulator Nac	REG0-14520	Nac DNA-binding-site (BS0-9845)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of mcaS by ArgR-L-arginine DNA-binding transcriptional dual regulator	REG0-13687	ArgR-arg DNA-binding-site (BS0-9167)	ArgR-L-arginine DNA-binding transcriptional dual regulator	EV-EXP-IEP-MICROARRAY
Regulation of fucPp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5596	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 80.5 bases upstream of fucPp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsBp by ppGpp	REG0-15239		ppGpp	EV-EXP-IMP
Regulation of aroP by DNA-binding transcriptional dual regulator FNR	REG0-14328	Fnr DNA-binding-site (BS0-9678)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of ompWp by DNA-binding transcriptional dual regulator FNR	REG0-12544	Fnr DNA-binding-site 126.5 bases upstream of ompWp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of uhpTp by DNA-binding transcriptional activator UhpA-phosphorylated	REG0-5902	UhpA-Pasp DNA-binding-site 41.5 bases upstream of uhpTp	DNA-binding transcriptional activator UhpA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of astC by DNA-binding transcriptional dual regulator Rob	REG0-15775		DNA-binding transcriptional dual regulator Rob	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ompFp by DNA-binding transcriptional dual regulator OmpR-phosphorylated	REG0-4590	OmpR-P DNA-binding-site 50.5 bases upstream of ompFp2	DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of msbA by DNA-binding transcriptional dual regulator Lrp	REG0-15511	Lrp DNA-binding-site (BS0-10280)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of waaYp by DNA-binding transcriptional dual regulator MarA	REG0-10424	MarA DNA-binding-site 43 bases upstream of waaYp	DNA-binding transcriptional dual regulator MarA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of mdhp1 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5879	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of mdhp1	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ftnAp by DNA-binding transcriptional dual regulator H-NS	REG0-10611	H-NS DNA-binding-site 15.5 bases downstream of ftnAp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ynfD by DNA-binding transcriptional dual regulator Nac	REG0-14801	Nac DNA-binding-site (BS0-10049)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of hcaR by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16418	DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10850)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of nimRp by DNA-binding transcriptional repressor NimR	REG0-12223	NimR DNA-binding-site 29.5 bases upstream of nimRp	DNA-binding transcriptional repressor NimR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-COMP-AINF
Regulation of fliEp1 by FlhDC DNA-binding transcriptional dual regulator	REG0-6539	FlhDC DNA-binding-site 55 bases upstream of fliFp1	FlhDC DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of gadX by DNA-binding transcriptional repressor GlaR	REG0-14251	GlaR DNA-binding-site (BS0-9623)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of galEp2 by DNA-binding transcriptional dual regulator GalR	REG0-4662	GalR-galactose DNA-binding-site 60.5 bases upstream of galEp	DNA-binding transcriptional dual regulator GalR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ynaK by DNA-binding transcriptional dual regulator Nac	REG0-14797	Nac DNA-binding-site (BS0-10046)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of leuOp by DNA-binding transcriptional dual regulator SlyA	REG0-12678	SlyA DNA-binding-site 125.5 bases upstream of leuOp	DNA-binding transcriptional dual regulator SlyA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of raiAp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-11824	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases upstream of raiAp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
