,0,no change (without binary_idx),add diversity,remove efficiency and add diversity,kinetic,is_new
RXN0-7209-CPD-15868//CPD-15868.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15868//CPD-15868.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15895//CPD-15895.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15895//CPD-15895.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16154//CPD-16154.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16154//CPD-16154.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16168//CPD-16168.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16168//CPD-16168.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16502//CPD-16502.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16502//CPD-16502.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16551//CPD-16551.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16551//CPD-16551.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16566//CPD-16566.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-16566//CPD-16566.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-18118//CPD-18118.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-18118//CPD-18118.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-18720//CPD-18720.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-18720//CPD-18720.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-19745//CPD-19745.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-19745//CPD-19745.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-209//CPD-209.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-209//CPD-209.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21252//CPD-21252.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21252//CPD-21252.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21253//CPD-21253.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21253//CPD-21253.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21254//CPD-21254.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21254//CPD-21254.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21255//CPD-21255.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21255//CPD-21255.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21258//CPD-21258.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21258//CPD-21258.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21533//CPD-21533.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-21533//CPD-21533.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-22307//CPD-22307.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-22307//CPD-22307.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-22597//CPD-22597.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-22597//CPD-22597.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-22681//CPD-22681.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-22681//CPD-22681.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-227//CPD-227.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-227//CPD-227.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-230//CPD-230.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-230//CPD-230.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-23305//CPD-23305.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-23305//CPD-23305.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-23428//CPD-23428.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-23428//CPD-23428.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-23431//CPD-23431.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-23431//CPD-23431.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24931//CPD-24931.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24931//CPD-24931.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24935//CPD-24935.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24935//CPD-24935.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24936//CPD-24936.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24936//CPD-24936.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24938//CPD-24938.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24938//CPD-24938.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24939//CPD-24939.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24939//CPD-24939.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24954//CPD-24954.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24954//CPD-24954.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24959//CPD-24959.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24959//CPD-24959.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24961//CPD-24961.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-24961//CPD-24961.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-25003//CPD-25003.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-25003//CPD-25003.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-25021//CPD-25021.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-25021//CPD-25021.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-25028//CPD-25028.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-25028//CPD-25028.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3561//CPD-3561.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3561//CPD-3561.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3604//CPD-3604.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3604//CPD-3604.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3605//CPD-3605.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3605//CPD-3605.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3607//CPD-3607.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3607//CPD-3607.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3614//CPD-3614.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3614//CPD-3614.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-37//CPD-37.15.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-37//CPD-37.15. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3785//CPD-3785.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-3785//CPD-3785.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-448//CPD-448.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-448//CPD-448.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-507//CPD-507.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-507//CPD-507.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-5861//CPD-5861.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-5861//CPD-5861.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-6001//CPD-6001.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-6001//CPD-6001.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-6182//CPD-6182.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-6182//CPD-6182.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-7246//CPD-7246.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-7246//CPD-7246.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1063//CPD0-1063.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1063//CPD0-1063.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1107//CPD0-1107.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1107//CPD0-1107.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1108//CPD0-1108.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1108//CPD0-1108.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1110//CPD0-1110.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1110//CPD0-1110.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1112//CPD0-1112.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1112//CPD0-1112.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1115//CPD0-1115.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1115//CPD0-1115.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1116//CPD0-1116.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1116//CPD0-1116.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1122//CPD0-1122.21.,-4.0,-4.0,0.4771357309611232,0.4771357309611232,False,Old Reactions
RXN0-7209-CPD0-1122//CPD0-1122.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1123//CPD0-1123.21.,-4.0,-4.0,0.6020708485542952,0.6020708485542952,False,Old Reactions
RXN0-7209-CPD0-1123//CPD0-1123.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1202//CPD0-1202.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1202//CPD0-1202.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-1235//CPD0-1235.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1235//CPD0-1235.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1286//CPD0-1286.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1286//CPD0-1286.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1297//CPD0-1297.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1297//CPD0-1297.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1299//CPD0-1299.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1299//CPD0-1299.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1300//CPD0-1300.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1300//CPD0-1300.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1374//CPD0-1374.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1374//CPD0-1374.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1456//CPD0-1456.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1456//CPD0-1456.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1937//CPD0-1937.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-1937//CPD0-1937.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2049//CPD0-2049.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2049//CPD0-2049.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2167//CPD0-2167.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2167//CPD0-2167.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2485//CPD0-2485.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2485//CPD0-2485.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2486//CPD0-2486.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2486//CPD0-2486.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2501//CPD0-2501.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2501//CPD0-2501.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2536//CPD0-2536.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2536//CPD0-2536.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2617//CPD0-2617.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2617//CPD0-2617.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2636//CPD0-2636.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2636//CPD0-2636.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2637//CPD0-2637.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2637//CPD0-2637.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2655//CPD0-2655.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2655//CPD0-2655.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2657//CPD0-2657.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2657//CPD0-2657.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD0-2701//CPD0-2701.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD0-2701//CPD0-2701.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-D-ALLOSE-6-PHOSPHATE//D-ALLOSE-6-PHOSPHATE.43.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-ALLOSE-6-PHOSPHATE//D-ALLOSE-6-PHOSPHATE.43. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-ALLULOSE-6-PHOSPHATE//D-ALLULOSE-6-PHOSPHATE.47.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-ALLULOSE-6-PHOSPHATE//D-ALLULOSE-6-PHOSPHATE.47. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-RIBULOSE-1-P//D-RIBULOSE-1-P.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-RIBULOSE-1-P//D-RIBULOSE-1-P.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-SEDOHEPTULOSE-1-7-P2//D-SEDOHEPTULOSE-1-7-P2.47.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-SEDOHEPTULOSE-1-7-P2//D-SEDOHEPTULOSE-1-7-P2.47. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-TAGATURONATE//D-TAGATURONATE.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-TAGATURONATE//D-TAGATURONATE.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-XYLONATE//D-XYLONATE.23.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-D-XYLONATE//D-XYLONATE.23. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DEOXY-D-RIBOSE-1-PHOSPHATE//DEOXY-D-RIBOSE-1-PHOSPHATE.55.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DEOXY-D-RIBOSE-1-PHOSPHATE//DEOXY-D-RIBOSE-1-PHOSPHATE.55. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DEOXYXYLULOSE-5P//DEOXYXYLULOSE-5P.35.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DEOXYXYLULOSE-5P//DEOXYXYLULOSE-5P.35. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DIACETYLCHITOBIOSE-6-PHOSPHATE//DIACETYLCHITOBIOSE-6-PHOSPHATE.63.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DIACETYLCHITOBIOSE-6-PHOSPHATE//DIACETYLCHITOBIOSE-6-PHOSPHATE.63. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DIHYDROXY-ACETONE-PHOSPHATE//DIHYDROXY-ACETONE-PHOSPHATE.57.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DIHYDROXY-ACETONE-PHOSPHATE//DIHYDROXY-ACETONE-PHOSPHATE.57. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DIHYDROXYACETONE//DIHYDROXYACETONE.35.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DIHYDROXYACETONE//DIHYDROXYACETONE.35. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-D-GLUCOSE//DTDP-D-GLUCOSE.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-D-GLUCOSE//DTDP-D-GLUCOSE.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-DEOH-DEOXY-GLUCOSE//DTDP-DEOH-DEOXY-GLUCOSE.49.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-DEOH-DEOXY-GLUCOSE//DTDP-DEOH-DEOXY-GLUCOSE.49. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-DEOH-DEOXY-MANNOSE//DTDP-DEOH-DEOXY-MANNOSE.49.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-DEOH-DEOXY-MANNOSE//DTDP-DEOH-DEOXY-MANNOSE.49. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-RHAMNOSE//DTDP-RHAMNOSE.29.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-DTDP-RHAMNOSE//DTDP-RHAMNOSE.29. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ERYTHRONATE-4P//ERYTHRONATE-4P.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ERYTHRONATE-4P//ERYTHRONATE-4P.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ERYTHROSE-4P//ERYTHROSE-4P.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ERYTHROSE-4P//ERYTHROSE-4P.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ERYTHROSE//ERYTHROSE.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ERYTHROSE//ERYTHROSE.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-FRU1P//FRU1P.13.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-FRU1P//FRU1P.13. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-FRUCTOSE-16-DIPHOSPHATE//FRUCTOSE-16-DIPHOSPHATE.49.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-FRUCTOSE-16-DIPHOSPHATE//FRUCTOSE-16-DIPHOSPHATE.49. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-FRUCTOSE-6P//FRUCTOSE-6P.25.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-FRUCTOSE-6P//FRUCTOSE-6P.25. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
