# Generated by /Users/albertzhang/devViv/vivarium-ecoli/reconstruction/ecoli/scripts/tf_binding_sites/convert_to_flat.py on Wed Aug 14 12:56:11 2024
"binding_site_id"	"coordinates"	"binding_TFs"	"regulated_TUs_or_genes"
"BS0-4301"	1230522	["CPLX0-8563"]	["TU581"]
"BS0-8284"	481188	["PHOSPHO-BASR"]	["TU0-12943"]
"BS0-8195"	1237363	["PD00353"]	["TU461", "TU462", "TU00255"]
"BS0-3426"	42138	["PHOSPHO-ARCA"]	["TU00247"]
"BS0-4201"	422458	["MONOMER0-158"]	["TU0-5402"]
"BS0-7602"	848976	["CPLX0-7705"]	["TU0-45200", "TU00176"]
"BS0-7443"	900674	["CPLX0-228"]	["TU0-8161"]
"BS00069"	2241618	["PD00261"]	["TU00024"]
"BS00121"	3552570	["MONOMER0-158"]	["TU00039"]
"BS0-7992"		["PD00288"]	["TU0-14359"]
"BS0-5463"	366348	["PD00288"]	["TU00036"]
"BS0-7565"	3656950	["MONOMER0-155"]	["TU0-45242", "TU00282"]
"BS0-8744"	1572340	["EG12243-MONOMER"]	["TU0-45231", "TU369"]
"BS0-2348"		["PHOSPHO-ARCA"]	["TU0-3162"]
"BS0-7858"	3669325	["PD00214"]	["TU0-13965"]
"BS00753"	3485994	["CPLX0-226"]	["TU00478", "TU00119"]
"BS0-8166"	2344420	["CPLX0-7669"]	["TU00047"]
"BS0-5882"	348498	["MONOMER0-2421"]	["TU0-7221", "TU0-3602"]
"BS00060"	940837	["PHOSPHO-NARL"]	["TU00019"]
"BS0-6996"	3270710	["CPLX0-7705"]	["TU543"]
"BS0-5442"	3278868	["G7630-MONOMER"]	["TU0-6581"]
"BS0-4664"	4246570	["CPLX0-226"]	["TU00038", "TU00123"]
"BS0-1561"	911136	["PD00365"]	["TU541", "TU0-45205"]
"BS0-10876"	3706002	["CPLX0-7639"]	["TU0-198714"]
"BS0-1586"	485770	["PD00406"]	["TU00233"]
"BS0-7769"	2832287	["CPLX0-7756"]	["TU0-14258"]
"BS0-1065"	2716564	["CPLX0-7797"]	["TU0-1143"]
"BS0-23"	2303614	["PHOSPHO-NARP"]	["TU363", "TU00305"]
"BS0-8031"	3664814	["EG12242-MONOMER"]	["TU0-5761", "TU0-14719"]
"BS0-8631"	1453688	["CPLX0-8563"]	["TU5"]
"BS0-8659"	189607	["PD04418"]	["TU0-12827"]
"BS0-7532"	3128277	["CPLX0-7705"]	["TU0-1963"]
"BS0-8855"	2476426	["G7072-MONOMER"]	["TU0-13607"]
"BS0-4205"	1157718	["PHOSPHO-ARCA"]	["TU0-1141"]
"BS165"	385167	["CPLX0-2781"]	["TU302"]
"BS0-8611"	1673790	["PD00288"]	["TU0-13343"]
"BS0-8511"	4050877	["MONOMER0-1"]	["TU0-4822"]
"BS0-3812"	3546334	["CPLX0-226"]	["TU00229", "TU0-4928", "TU0-4927"]
"BS0-7529"	3128086	["CPLX0-7705"]	["TU0-1963"]
"BS00746"	1986383	["CPLX-172"]	["TU00098", "TU0-45183"]
"BS0-7172"	4360281	["PD00288"]	["TU00467"]
"BS0-8921"	4200275	["G7072-MONOMER"]	["EG10466", "TU0-14324"]
"BS0-7699"	1400366	["CPLX0-7705"]	["TU0-14739"]
"BS0-7613"	3178022	["PD00365"]	["TU0-14704", "TU0-13838"]
"BS00461"	2685717	["CPLX0-7752", "CPLX0-7759"]	["TU00192", "TU681"]
"BS0-8766"	4275168	["PD04132"]	["TU0-8608"]
"BS0-3982"	4419650	["G7854-MONOMER"]	["TU0-5163"]
"BS0-7525"	1572177	["CPLX0-7705"]	["TU0-45231", "TU369"]
"BS0-3221"	3039226	["CPLX0-7748"]	["TU0-4141"]
"BS0-8168"	4012843	["CPLX0-7752"]	["TU0-8223", "TU0-8224", "TU0-8221"]
"BS65"	3772130	["CPLX0-226"]	["TU00193"]
"BS0-7877"	922808	["G7571-MONOMER"]	["TU0-6486"]
"BS0-7318"	3486001	["CPLX0-7705"]	["TU00119"]
"BS00050"	4616071	["PD01196"]	["TU00017"]
"BS0-3522"	605496	["PD00365"]	["TU0-4624"]
"BS0-7902"	3581031	["CPLX0-7639"]	["TU0-3401"]
"BS0-6622"	3667670	["CPLX0-226"]	["TU0-45268", "TU586"]
"BS00147"	1277890	["CPLX0-7797"]	["TU00045"]
"BS0-10764"		["MONOMER0-46"]	["TU0-1181"]
"BS0-8948"	1404598	["CPLX0-226"]	["TU0-8760"]
"BS0-2043"	3880259	["CPLX0-7705"]	["TU0-2603", "TU0-45206"]
"BS0-7142"	4035186	["MONOMER0-155"]	["TU0-45165", "TU0-1181"]
"BS0-7437"	624740	["CPLX0-7639"]	["TU00164"]
"BS00117"	4246604	["CPLX0-226"]	["TU00038", "TU00123"]
"BS0-8461"	1037682	["G6789-MONOMER"]	["TU00097", "TU0-45265"]
"BS0-7887"	1335730	["PD00406"]	["TU794"]
"BS0-8809"		["CPLX0-8597"]	["TU0-42483"]
"BS60"	3384374	["CPLX0-226"]	["TU00108"]
"BS0-7837"	3068902	["MONOMER0-155"]	["TU0-13799"]
"BS00177"	2597780	["CPLX-123"]	["TU00055"]
"BS0-1746"	3667728	["EG12242-MONOMER"]	["TU0-45268", "TU586"]
"BS0-1762"	1572170	["EG12243-MONOMER"]	["TU0-45231", "TU369"]
"BS149"	121964	["CPLX0-226"]	["TU0-45222", "TU00522"]
"BS0-5449"	3281794	["G7630-MONOMER"]	["TU0-6583"]
"BS0-7480"	4516750	["CPLX0-7639"]	["TU00151"]
"BS00297"	3384287	["PHOSPHO-ARCA"]	["TU00108"]
"BS0-8001"		["PD00288"]	["TU0-7541"]
"BS761"	1335740	["CPLX0-7797"]	["TU794"]
"BS0-7546"	1279704	["CPLX0-7705"]	["TU00044"]
"BS0-6955"	624802	["CPLX0-226"]	["TU00166"]
"BS0-8320"		["PHOSPHO-PHOB"]	["TU0-13468"]
"BS0-1681"	4240275	["CPLX0-226"]	["TU0-2021"]
"BS00348"	358742	["PD00291", "MONOMER0-164"]	["TU00143", "TU0-14378", "TU00142"]
"BS0-8926"	4479697	["G7072-MONOMER"]	["TU0-8619", "TU0-8620"]
"BS53"	754837	["PC00027"]	["TU00106"]
"BS0-2602"	1287794	["CPLX0-7705"]	["TU00511"]
"BS00122"	3552548	["MONOMER0-158"]	["TU00039"]
"BS626"	4348746	["PHOSPHO-NARL"]	["TU00468"]
"BS0-7873"	3664809	["PHOSPHO-PHOP"]	["TU0-14719"]
"BS00504"	4277448	["PD04132"]	["TU00211", "TU00456"]
"BS0-7507"	2716533	["CPLX0-7705"]	["TU0-1143"]
"BS00749"	2687484	["CPLX-123"]	["TU00089", "TU00473"]
"BS00537"	3792654	["PD00353"]	["TU00225"]
"BS0-8607"		["G7619-MONOMER"]	["TU0-13864"]
"BS0-7664"	3088048	["MONOMER-52"]	["TU0-7081"]
"BS0-4202"	422434	["MONOMER0-158"]	["TU0-5402"]
"BS00407"	3050816	["PD00339"]	["TU00170"]
"BS0-2181"	1453806	["CPLX0-226"]	["TU4", "TU5"]
"BS823"	2231724	["CPLX0-226"]	["TU841"]
"BS0-1745"		["PD00288"]	["TU0-45268", "TU586"]
"BS0-5841"	3853309	["PC00010"]	["TU0-6241"]
"BS0-7212"	1592540	["CPLX0-7425"]	["TU00284"]
"BS0-7209"	1592599	["PC00027"]	["TU00284"]
"BS00346"	2339517	["PD03695"]	["TU00140"]
"BS0-8213"		["G6165-MONOMER"]	["TU00136"]
"BS00684"	4330286	["CPLX0-226"]	["TU00155"]
"BS0-8040"	2089732	["CPLX0-7929"]	["TU0-13493"]
"BS0-8404"	1961866	["CPLX0-7916"]	["TU0-13445"]
"BS0-7919"	1103474	["CPLX0-7748"]	["TU00392", "TU0-45257"]
"BS0-3565"	1821838	["PD00266"]	["TU00248"]
"BS0-7864"	3667626	["PHOSPHO-RCSB"]	["TU0-45268", "TU586"]
"BS0-6804"	4012884	["CPLX0-7796"]	["TU0-8223", "TU0-8224", "TU0-8221"]
"BS271"	3731028	["MONOMER0-165"]	["TU00374"]
"BS00596"	1103462	["PD01379"]	["TU00392", "TU0-45257"]
"BS0-7007"	4208106	["PHOSPHO-PHOP"]	["TU00056"]
"BS00593"	1103821	["PD01379"]	["TU00390", "TU0-45224"]
"BS0-8593"	2710404	["MONOMER0-4147"]	["TU0-42638", "TU0-45282"]
"BS0-8754"	848967	["PD00214"]	["TU0-45200", "TU00176"]
"BS0-8788"	813334	["MONOMER0-160"]	["TU00070"]
"BS0-7760"	855838	["EG10087-MONOMER"]	["TU0-8503"]
"BS0-8957"	2748620	["EG12386-MONOMER"]	["TU0-13682"]
"BS0-7924"	1103518	["PC00027"]	["TU00392", "TU0-45257"]
"BS00709"	3050998	["PD00339"]	["TU00170"]
"BS0-3223"	200354	["CPLX0-7748"]	["TU0-4146"]
"BS0-8327"	1031945	["G7326-MONOMER"]	["TU00288", "TU0-45171"]
"BS00051"	4617184	["CPLX0-226"]	["TU00018"]
"BS00416"	1292998	["PD00288"]	["TU00139"]
"BS0-7854"	849016	["PD00214"]	["TU0-45200", "TU00176"]
"BS0-7261"	2344432	["CPLX0-7705"]	["TU00047"]
"BS0-2085"	2405228	["PC00027"]	["TU00310"]
"BS00567"	1298378	["PC00061"]	["TU00198", "TU0-45181"]
"BS0-7697"	4392681	["MONOMER0-160"]	["TU0-14738"]
"BS0-4243"	2716507	["EG11088-MONOMER"]	["TU0-1143"]
"BS0-3881"	3577630	["MONOMER0-1301"]	["TU0-42512", "TU00228"]
"BS0-8171"	2719890	["CPLX0-226"]	["TU0-42472"]
"BS0-7897"	3155228	["G7563-MONOMER"]	["TU0-13823"]
"BS0-8839"	1115533	["G7072-MONOMER"]	["TU0-13125"]
"BS00199"	4100723	["CPLX0-7639"]	["TU00064"]
"BS0-8283"	4256426	["PHOSPHO-BASR"]	["TU0-36442"]
"BS0-3489"	1616970	["PHOSPHO-ARCA"]	["TU0-1421"]
"BS0-8980"	3360901	["PD00519"]	["TU0-45146"]
"BS0-3403"		["G7821-MONOMER"]	["TU0-4483"]
"BS0-8577"	3234507	["CPLX0-8229"]	["TU0-13854"]
"BS0-7295"		["PD00288"]	["TU0-13913"]
"BS0-8601"		["G7619-MONOMER"]	["TU0-8351"]
"BS00726"	1165898	["CPLX0-7797"]	["TU00158"]
"BS0-7636"	1121516	["PC00010"]	["TU0-13128"]
"BS0-4701"	3552584	["MONOMER0-158"]	["TU00039"]
"BS0-7248"	1330781	["CPLX0-7705"]	["TU0-2501", "TU0-2504"]
"BS00151"	2344707	["MONOMER0-160"]	["TU00047"]
"BS0-7942"	3350548	["PHOSPHO-ARCA"]	["TU0-8517"]
"BS00068"	2241772	["PD00261"]	["TU00024"]
"BS0-8250"	1862010	["PC00061"]	["TU0-4905", "TU0-4904", "TU0-4906", "TU0-4907", "TU0-45263"]
"BS0-10769"		["MONOMER0-46"]	["TU0-1189"]
"BS0-11"	2751736	["PC00010"]	["TU0-2"]
"BS0-7470"	1584080	["PHOSPHO-EVGA"]	["TU0-14545"]
"BS0-7496"	2352467	["CPLX0-7705"]	["TU00216", "TU00030"]
"BS0-8430"	707992	["PD00266"]	["TU0-13021"]
"BS0-7936"	1316160	["G6761-MONOMER"]	["TU0-36408", "TU0-13193"]
"BS0-2682"	3418846	["PROTEIN-NRIP"]	["TU0-3622"]
"BS00787"	3318372	["CPLX0-7705"]	["TU00517", "TU0-6223", "TU343"]
"BS0-7226"		["EG10226-MONOMER"]	["TU0-13331"]
"BS0-6002"		["PHOSPHO-ARCA"]	["TU0-45254", "TU0-6634"]
"BS0-7277"	1623920	["CPLX0-7748"]	["TU0-13308"]
"BS00649"	1901920	["PD01896"]	["TU00196"]
"BS0-8373"	3378858	["CPLX0-226"]	["TU00336"]
"BS0-3501"	4466447	["PHOSPHO-ARCA"]	["TU00213"]
"BS0-10696"	954590	["CPLX0-7748"]	["TU00378"]
"BS0-7937"	1316158	["PD00288"]	["TU0-36408", "TU0-13193"]
"BS0-7606"	932359	["PD00353"]	["TU00181"]
"BS-7094"	4551354	["CPLX0-226"]	["TU0-4961"]
"BS0-5481"	3373680	["CPLX0-226"]	["TU0-1601", "TU0-42543"]
"BS0-2351"		["PD00288"]	["TU00046"]
"BS0-2485"	1832319	["PROTEIN-NRIP"]	["TU0-1003"]
"BS0-7800"	4124568	["CPLX0-7740"]	["TU0-5961"]
"BS00054"	4617270	["PD01196"]	["TU00018"]
"BS749"	1166017	["PC00027"]	["TU00158"]
"BS0-3561"	1821810	["CPLX0-226"]	["TU00248"]
"BS0-5472"	792099	["PD00288"]	["TU0-42583", "TU00025", "TU0-45177", "TU0-42578", "TU0-42581", "TU0-45176", "TU0-45178", "TU0-45179"]
"BS00261"	1989580	["PD00413", "MONOMER0-163"]	["TU00088"]
"BS0-1942"	3146414	["PHOSPHO-NARL"]	["TU00289"]
"BS00764"	4100660	["CPLX0-226"]	["TU00064", "TU00208"]
"BS0-8860"	216627	["G7072-MONOMER"]	["TU0-12836"]
"BS0-7336"		["PD00288"]	["TU0-14416"]
"BS00489"	354848	["CPLX-123"]	["TU00197"]
"BS0-7128"	29378	["CPLX0-3061"]	["TU00110"]
"BS0-2461"	3219287	["PROTEIN-NRIP"]	["TU0-3341", "TU0-45258"]
"BS00304"	329391	["PD00251"]	["TU00115", "TU00116"]
"BS00065"	4382407	["PHOSPHO-NARL"]	["TU00023", "TU0-45225"]
"BS0-7439"	91014	["PC00010"]	["TU0-14445"]
"BS0-8737"	28282	["CPLX0-7669"]	["TU0-6403"]
"BS0-8571"	4050876	["CPLX0-226"]	["TU0-4822"]
"BS00198"	4100717	["CPLX0-7639"]	["TU00064"]
"BS0-8467"	1092554	["PHOSPHO-OMPR"]	["TU0-8471"]
"BS0-8845"	2859661	["G7072-MONOMER"]	["TU0-13720"]
"BS0-8482"	595520	["MONOMER0-4341"]	["TU0-1821", "TU0-1822"]
"BS0-7612"	28262	["CPLX0-7669"]	["TU0-6403"]
"BS00073"	792122	["CPLX0-226"]	["TU0-42583", "TU00025", "TU0-45177", "TU0-42580", "TU0-42578", "TU0-42581", "TU0-42584", "TU0-42582", "TU00026", "TU0-45176", "TU0-45178", "TU0-45179"]
"BS757"	1057978	["PHOSPHO-TORR", "TORR-CPLX"]	["TU793", "TU00212"]
"BS0-8986"	1215690	["PD00365"]	["TU0-14762", "TU0-45166"]
"BS0-8875"	820725	["G7072-MONOMER"]	["TU0-13048"]
"BS0-7687"	1645890	["CPLX0-7928"]	["TU0-14381"]
"BS0-8198"	1237284	["PD00353"]	["TU461", "TU462", "TU00255"]
"BS0-7301"	243333	["PD01520"]	["TU0-8793"]
"BS821"	2231776	["CPLX0-226"]	["TU841"]
"BS401"	4215243	["PC00027"]	["TU00001"]
"BS0-7718"	3657759	["G6789-MONOMER"]	["TU0-14736"]
"BS0-10742"	1673672	["CPLX0-8952"]	["TU0-13343"]
"BS0-4"	4105780	["CPLX0-7748"]	["TU0-1041"]
"BS0-5703"	3088390	["PD03028"]	["TU0-7081"]
"BS0-1162"	4166265	["CPLX0-7705"]	["TU0-1182", "TU0-45275"]
"BS0-7898"	3155250	["G7563-MONOMER"]	["TU0-13823"]
"BS0-2922"	638938	["CPLX0-7796"]	["TU00074"]
"BS0-6503"	1682094	["PHOSPHO-PHOP"]	["TU0-7784"]
"BS0-5943"	792030	["PD00261"]	["TU0-42583", "TU00025", "TU0-45177", "TU0-42580", "TU0-42578", "TU0-42581", "TU0-42584", "TU0-42582", "TU00026", "TU0-45176", "TU0-45178", "TU0-45179"]
"BS00018"	4478366	["CPLX0-228"]	["TU00006"]
"BS0-7512"	1638900	["CPLX0-7705"]	["TU0-6981"]
"BS0-3761"	2303623	["PHOSPHO-NARL"]	["TU363", "TU00305"]
"BS00383"	1165942	["CPLX0-7797"]	["TU00158"]
"BS0-8515"		["G6664-MONOMER"]	["TU0-8693"]
"BS112"	1279599	["PHOSPHO-NARL"]	["TU00044"]
"BS0-8296"	1687194	["CPLX0-226"]	["TU00105"]
"BS0-8050"	1103832	["PD01379"]	["TU00390", "TU0-45224"]
"BS00224"	2892019	["CPLX0-2781"]	["TU00078"]
"BS0-6987"	4382438	["PHOSPHO-NARL"]	["TU00023", "TU0-45225"]
"BS0-8930"	2215650	["G7072-MONOMER"]	["TU0-13528"]
"BS0-6967"	121984	["CPLX0-226"]	["TU0-45222", "TU00522"]
"BS0-8863"	302856	["G7072-MONOMER"]	["TU0-8547"]
"BS00427"	848199	["PC00027"]	["TU00172"]
"BS0-8164"	2344510	["CPLX0-7669"]	["TU00047"]
"BS0-8820"	4436619	["G7072-MONOMER"]	["EG10160", "TU0-14162"]
"BS0-8910"	3321219	["G7072-MONOMER"]	["TU0-13882"]
"BS0-1562"	911136	["PD00406"]	["TU541", "TU0-45205"]
"BS0-8843"	1633133	["G7072-MONOMER"]	["G6818", "TU0-13316"]
"BS0-8055"	1103510	["PD01379"]	["TU00392", "TU0-45257"]
"BS340"	2312745	["PD00353"]	["TU00476", "TU00477", "TU00049"]
"BS0-7514"	1638832	["CPLX0-7705"]	["TU0-6981"]
"BS0-8365"	1361114	["CPLX0-226"]	["TU0-13210"]
"BS0-7782"	1802654	["CPLX0-7756"]	["TU00366", "TU0-14257"]
"BS0-3346"	1293240	["CPLX0-7705"]	["TU00139"]
"BS0-8591"	2710430	["MONOMER0-4147"]	["TU0-42638", "TU0-45282"]
"BS0-7229"	3058475	["G7072-MONOMER"]	["TU00224"]
"BS0-8451"		["CPLX0-7748"]	["TU0-45184", "TU0-13506", "TU0-45185"]
"BS0-3622"	366404	["CPLX0-226"]	["TU00036", "TU0-4702", "TU0-4701"]
"BS0-7761"	495164	["EG10087-MONOMER"]	["TU00401"]
"BS0-8525"	3246424	["PD03270"]	["TU0-42612"]
"BS0-7713"	636712	["CPLX0-7797"]	["TU0-12993"]
"BS00742"	3592452	["PHOSPHO-PHOB"]	["TU0-5982"]
"BS0-6980"	954839	["PHOSPHO-NARL"]	["TU00377", "TU00379"]
"BS0-7767"	122888	["CPLX0-7756"]	["TU0-45254", "TU0-6634"]
"BS0-8667"	3172462	["PD00406"]	["TU0-13835"]
"BS0-2962"	4128606	["CPLX0-7796"]	["TU0-3741"]
"BS0-8691"	1447398	["MONOMER0-2741"]	["TU0-42547"]
"BS0-7151"	2620970	["CPLX0-7797"]	["TU00439"]
"BS0-8251"	332026	["PC00061"]	["TU0-12889"]
"BS0-7155"	3552638	["CPLX0-7797"]	["TU00039"]
"BS0-8777"	4242371	["CPLX0-226"]	["TU0-14113"]
"BS0-8029"	3656866	["EG12242-MONOMER"]	["TU0-45242", "TU00282"]
"BS0-2551"	3429118	["CPLX0-7705"]	["TU0-45227", "TU0-1191"]
"BS00115"	4246540	["CPLX0-226"]	["TU00038", "TU00123"]
"BS00055"	4616970	["PD01196"]	["TU00018"]
"BS0-7241"	3410103	["CPLX0-7705"]	["TU00021"]
"BS-7052"	1130938	["CPLX0-3930"]	["TU00273"]
"BS0-7138"		["PD00288"]	["TU00410"]
"BS00215"	3100842	["CPLX0-226"]	["TU00075"]
"BS00196"	3600898	["CPLX0-226"]	["TU00083"]
"BS0-8402"	2196378	["CPLX0-7916"]	["TU0-9"]
"BS0-7297"		["PD00288"]	["TU0-14376"]
"BS0-8829"	4428770	["G7072-MONOMER"]	["G7864", "TU0-14158"]
"BS00384"	4347462	["CPLX0-7797"]	["TU00159"]
"BS0-7420"	2323355	["PC00027"]	["TU00114"]
"BS474"	461210	["CPLX0-7705"]	["TU489", "TU488"]
"BS0-8194"	1237389	["PD00353"]	["TU461", "TU462", "TU00255"]
"BS00017"	290342	["CPLX0-228"]	["TU00005"]
"BS0-10829"		["CPLX0-7639"]	["TU5"]
"BS0-7312"	4516748	["EG11088-MONOMER"]	["TU00151"]
"BS0-6863"	3647990	["PC00010"]	["TU0-8263"]
"BS0-8287"	4540626	["PHOSPHO-BASR"]	["TU00410"]
"BS-7102"	2825449	["CPLX0-226"]	["TU00133"]
"BS0-3883"	3544626	["CPLX0-226"]	["TU0-4981"]
"BS0-7015"	42078	["CPLX0-7797"]	["TU00247"]
"BS00163"	987162	["PHOSPHO-OMPR"]	["TU00050", "TU0-45229"]
"BS0-2845"	4610967	["PD00353"]	["TU0-45234", "TU0-1981"]
"BS0-6623"	1601388	["CPLX0-226"]	["TU0-7861", "TU0-13299"]
"BS0-33"	4591403	["CPLX0-7748"]	["TU0-7"]
"BS0-3002"		["MONOMER0-155"]	["TU0-4001"]
"BS0-1741"	3667618	["EG12243-MONOMER"]	["TU0-45268", "TU586"]
"BS0-6956"	624843	["CPLX0-7639"]	["TU00166"]
"BS00638"	3600944	["CPLX0-226"]	["TU00084", "TU00083", "TU00427"]
"BS0-7149"	42128	["CPLX0-7797"]	["TU142", "TU00247"]
"BS0-7809"	1988020	["CPLX0-226"]	["TU0-14767"]
"BS00179"	4207648	["CPLX-123"]	["TU00056"]
"BS0-7174"	4360423	["PD00288"]	["TU00467"]
"BS0-7038"	2312964	["CPLX0-7748"]	["TU00049"]
"BS0-7696"	1360940	["CPLX0-7797"]	["TU0-13209"]
"BS0-8880"	1226594	["G7072-MONOMER"]	["TU0-8687"]
"BS0-7764"	2685759	["CPLX0-7756"]	["TU681"]
"BS00156"	2312878	["PHOSPHO-OMPR"]	["TU00049", "TU0-2644", "TU0-45164"]
"BS00180"	2695628	["CPLX-123"]	["TU00057"]
"BS0-8332"	1647874	["EG10226-MONOMER"]	["TU0-13328", "TU0-13327"]
"BS523"	2634224	["CPLX0-226"]	["TU00205", "TU491"]
"BS0-8024"	3667664	["EG12242-MONOMER"]	["TU0-45268", "TU586"]
"BS0-7794"	374902	["CPLX0-7756"]	["TU0-12900"]
"BS562"	1230522	["PD00288"]	["TU581"]
"BS0-5181"	3656818	["PHOSPHO-TORR"]	["TU0-45242", "TU00282"]
"BS0-1742"	3667664	["EG12243-MONOMER"]	["TU0-45268", "TU586"]
"BS00386"		["CPLX0-7797"]	["TU00524"]
"BS0-7973"	708214	["PD00266"]	["TU0-13021"]
"BS0-7710"	3522928	["CPLX0-226"]	["TU0-13927"]
"BS-7088"	1103514	["CPLX0-226"]	["TU00392", "TU0-45257"]
"BS0-7527"	1572099	["CPLX0-7705"]	["TU0-45231", "TU369"]
"BS00040"	2246964	["CPLX0-7639"]	["TU00015", "TU00014"]
"BS0-8925"	4374425	["G7072-MONOMER"]	["TU0-14142"]
"BS0-8891"	2089164	["G7072-MONOMER"]	["G0-9121", "TU0-13492"]
"BS0-10678"	29586	["CPLX0-7748"]	["TU00109"]
"BS0-6062"	2512730	["CPLX0-7672"]	["TU0-7321"]
"BS45"	329435	["PHOSPHO-ARCA"]	["TU00115", "TU00116"]
"BS0-3563"	1821787	["CPLX0-8595", "CPLX0-8258"]	["TU00248"]
"BS0-9000"	3384362	["MONOMER0-4276"]	["TU00108"]
"BS0-7303"	121632	["MONOMER0-162"]	["TU00012", "TU641"]
"BS0-7723"	3801178	["PD00406"]	["TU0-14744"]
"BS105"	2352542	["CPLX0-7797"]	["TU00216", "TU00030"]
"BS0-8206"		["CPLX0-8075"]	["TU0-2302"]
"BS0-8641"	4531840	["CPLX0-8563"]	["TU0-14193"]
"BS0-2743"	4287656	["CPLX0-7705"]	["TU0-3723", "TU0-45241", "TU00199", "TU0-3721"]
"BS0-7225"	1316180	["PD00288"]	["TU0-36408", "TU0-13193"]
"BS0-7705"	1880025	["CPLX0-7705"]	["TU0-13407"]
"BS0-7381"	49693	["MONOMER0-162"]	["TU0-6401"]
"BS00092"	2352584	["PD03576"]	["TU00216", "TU00030"]
"BS0-8764"	3348456	["PD04132"]	["TU0-7781"]
"BS0-7874"	3658157	["PHOSPHO-PHOP"]	["TU0-4901"]
"BS0-4461"	3658314	["EG11544-MONOMER"]	["TU0-5682"]
"BS0-2581"	3847262	["CPLX0-7754"]	["TU00130"]
"BS0-8372"	2737084	["CPLX0-226"]	["TU0-13677"]
"BS47"	771086	["PHOSPHO-ARCA"]	["TU00100"]
"BS0-8955"	157230	["EG12386-MONOMER"]	["TU0-14301"]
"BS0-7922"	1103418	["CPLX0-7748"]	["TU00392", "TU0-45257"]
"BS0-3121"	2313044	["PD04418"]	["TU0-2644", "TU0-45164"]
"BS0-8783"	813111	["MONOMER0-160"]	["TU0-7044"]
"BS0-3473"	4100750	["PHOSPHO-ARCA"]	["TU00208"]
"BS0-8436"	3218915	["PROTEIN-NRIP"]	["TU0-3341", "TU0-45258"]
"BS0-6462"	1636600	["CPLX0-7639"]	["TU0-7681"]
"BS0-7143"		["MONOMER0-155"]	["TU0-45209", "TU0-1183"]
"BS0-8230"		["CPLX0-7797"]	["TU0-13312"]
"BS00001"	4215376	["CPLX0-7605"]	["TU00001"]
"BS0-8941"	2259516	["CPLX0-226"]	["TU0-13546"]
"BS0-8244"		["G6165-MONOMER"]	["TU00415"]
"BS0-8253"	1686690	["PD04418"]	["TU0-42482"]
"BS00597"	1103394	["PHOSPHO-OMPR"]	["TU00392", "TU0-45257"]
"BS0-6923"	1277755	["PHOSPHO-NARL"]	["TU00045"]
"BS00608"	3706023	["PC00027"]	["TU00262"]
"BS00118"	4246506	["MONOMER0-158"]	["TU00038", "TU00123"]
"BS0-10671"	1250916	["G7518-MONOMER"]	["TU0-7981"]
"BS0-921"	1386596	["PD00413"]	["TU00068"]
"BS0-7353"	127690	["PHOSPHO-ARCA"]	["TU00523"]
"BS0-2861"	2911408	["CPLX0-7705"]	["TU522", "TU523"]
"BS0-6962"	987184	["CPLX0-226"]	["TU00050", "TU0-45229"]
"BS0-10664"	2934174	["G7518-MONOMER"]	["TU00135", "TU00128"]
"BS0-4022"	2850690	["CPLX0-7797"]	["TU00424", "TU0-8345"]
"BS0-7689"	1645876	["CPLX0-7791"]	["TU0-14381"]
"BS0-7598"	4638108	["PHOSPHO-CREB"]	["TU0-14683"]
"BS785"	4107438	["PC00061"]	["TU788", "TU0-45236"]
"BS0-6995"	3270748	["CPLX0-7705"]	["TU543"]
"BS0-8235"	1978384	["EG11356-MONOMER"]	["TU00136"]
"BS503"	3950456	["MONOMER0-155"]	["TU0-42517", "TU525"]
"BS0-7258"	2344627	["CPLX0-7705"]	["TU00047"]
"BS00581"	2461144	["PHOSPHO-OMPR"]	["TU00080"]
"BS0-7445"	2426920	["CPLX0-228"]	["TU0-14415"]
"BS0-2943"	4128588	["CPLX0-7796"]	["TU0-3741"]
"BS00212"	3997917	["PC00010"]	["TU00071"]
"BS0-8452"		["CPLX0-7748"]	["TU0-13370"]
"BS0-8914"	3609251	["G7072-MONOMER"]	["TU0-13944"]
"BS567"	472469	["CPLX0-8566"]	["TU587"]
"BS0-8049"	1027880	["PD01379"]	["TU0-13101"]
"BS0-7276"	1929776	["CPLX0-7748"]	["TU0-13436"]
"BS0-8435"	1463518	["CPLX0-7731"]	["TU7"]
"BS0-1821"	3058629	["CPLX0-226"]	["TU0-2342"]
"BS00781"	2286141	["CPLX0-7705"]	["TU00494"]
"BS0-5741"	2352250	["PC00027"]	["TU00216"]
"BS0-7935"	1316180	["G6761-MONOMER"]	["TU0-36408", "TU0-13193"]
"BS0-6861"	1810186	["PC00010"]	["TU0-8261"]
"BS0-7495"	2352403	["CPLX0-7705"]	["TU00216", "TU00030"]
"BS0-8799"		["CPLX0-8285"]	["TU00360"]
"BS0-1282"		["EG12123-MONOMER"]	["TU00428"]
"BS0-8111"	1103540	["PC00061"]	["TU00392", "TU0-45257"]
"BS0-4541"	1986404	["CPLX-172"]	["TU00098", "TU0-45183"]
"BS0-7829"	1988617	["CPLX0-7639"]	["TU0-13449"]
"BS0-7473"	624846	["CPLX0-7639"]	["TU00166"]
"BS00260"	1989604	["MONOMER0-162"]	["TU00088"]
"BS0-2844"	4611004	["PD00353"]	["TU0-45234", "TU0-1981"]
